gene_id,MPANC_CON-DMSO-1_S1,MPANC_CON-DMSO-2_S2,MPANC_CON-Gem-1_S3,MPANC_CON-Gem-2_S4,MPANC_KO-DMSO-1_S9,MPANC_KO-DMSO-2_S10,MPANC_KO-Gem-1_S11,MPANC_KO-Gem-2_S12,PANC1_CON-DMSO-1_S1,PANC1_CON-DMSO-2_S2,PANC1_CON-Gem-1_S3,PANC1_CON-Gem-2_S4,PANC1_KO-DMSO-1_S9,PANC1_KO-DMSO-2_S10,PANC1_KO-Gem-1_S11,PANC1_KO-Gem-2_S12
ENSG00000242268.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188026.12,211,242,327,238,331,346,309,323,310,400,391,383,194,176,133,174
ENSG00000270112.3,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0
ENSG00000280143.1,313,296,265,333,296,333,252,312,207,195,266,266,327,357,362,145
ENSG00000269416.5,6,4,18,21,29,23,82,87,164,192,196,155,59,88,132,139
ENSG00000263642.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000078237.6,106,131,96,99,73,95,54,83,317,374,360,347,79,92,99,95
ENSG00000158486.13,38,46,39,39,150,162,170,114,0,3,4,0,172,163,209,191
ENSG00000283967.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000198242.13,4747,4238,3942,3945,4249,4113,3919,4737,4710,4792,4285,5014,3297,3266,3171,3606
ENSG00000273639.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231981.3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000134108.12,591,574,472,495,605,685,544,468,719,582,540,712,427,432,407,328
ENSG00000263089.1,28,21,22,24,17,19,19,12,6,2,4,2,45,36,22,24
ENSG00000276644.4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
ENSG00000240423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271616.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231105.1,11,9,19,13,11,9,8,9,10,4,5,8,7,5,5,8
ENSG00000094963.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167578.17,258,180,198,166,281,269,184,227,142,181,173,215,177,189,132,114
ENSG00000251334.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264981.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275265.1,0,1,0,0,2,1,0,3,1,2,0,0,0,2,2,0
ENSG00000197557.6,376,390,325,292,441,504,354,339,178,188,148,180,357,367,247,245
ENSG00000233540.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000102174.8,4,5,4,5,7,12,6,15,2,7,12,4,7,2,7,7
ENSG00000277224.2,3,5,5,6,6,7,4,3,17,13,12,9,7,11,9,12
ENSG00000166391.14,16,15,15,13,8,4,23,15,2,0,0,2,42,24,24,39
ENSG00000232001.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278616.1,133,99,98,99,84,86,78,48,29,44,23,21,74,82,49,54
ENSG00000225275.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070087.13,639,947,896,842,734,781,809,908,1639,5797,5177,5611,406,374,369,583
ENSG00000204946.9,683,613,670,648,767,935,563,556,421,442,445,411,576,437,408,381
ENSG00000279700.1,7,7,11,5,14,12,7,7,9,4,6,3,9,10,7,7
ENSG00000280038.1,7,4,7,7,8,9,6,6,10,6,8,8,5,4,5,7
ENSG00000153561.12,4664,5398,4615,4427,4586,5333,4575,3910,2017,2237,1973,1767,4592,4776,4364,4668
ENSG00000251538.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269148.1,5,3,6,3,3,3,5,0,3,4,4,0,5,4,5,4
ENSG00000274458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235411.1,7,8,6,8,6,5,7,11,8,7,6,7,10,5,13,16
ENSG00000179262.9,2322,2095,2352,2127,2372,2408,2290,2793,1761,1999,1687,1951,1631,1624,1704,1697
ENSG00000251044.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104833.11,138,115,90,117,72,75,59,75,194,233,257,246,33,28,42,35
ENSG00000166368.2,0,0,0,0,0,2,1,2,0,0,0,0,0,1,0,1
ENSG00000206072.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000006695.10,846,827,788,779,781,757,804,746,371,392,329,322,517,511,660,711
ENSG00000258630.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277903.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000226753.1,1,1,1,1,1,0,0,2,1,1,0,0,1,1,1,1
ENSG00000254645.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214062.5,0,0,1,1,1,1,2,4,3,1,3,1,2,3,1,0
ENSG00000095587.8,3,4,3,4,8,2,3,9,0,4,7,10,0,2,7,6
ENSG00000167700.8,1117,897,849,805,1200,1343,933,1207,130,161,126,159,558,593,485,486
ENSG00000274219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269113.3,0,2,4,3,103,97,70,67,0,0,0,0,0,0,0,0
ENSG00000064601.17,11015,9429,8159,8336,9182,9596,8642,9359,3283,3899,3186,3419,9320,8975,7815,8575
ENSG00000187475.5,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,3
ENSG00000008517.16,63,57,104,106,48,40,62,88,125,195,127,192,37,29,152,150
ENSG00000172137.18,919,791,793,846,573,591,666,739,2,2,0,0,466,507,520,506
ENSG00000229637.3,3,7,0,2,3,0,0,2,0,2,2,2,1,2,2,3
ENSG00000266644.1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000236893.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000101292.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070081.16,746,809,686,626,733,747,718,809,1391,1504,1420,1425,782,783,730,864
ENSG00000088179.8,1060,1267,1113,1162,1181,1435,1082,886,905,983,989,781,1150,1027,1123,1189
ENSG00000166634.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275479.1,2,3,3,3,6,4,2,4,3,2,5,4,1,2,1,2
ENSG00000112309.10,34,161,31,136,53,41,147,151,65,232,180,74,15,30,29,175
ENSG00000199812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261789.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158480.10,1086,1016,1003,985,935,966,913,912,386,469,367,359,861,850,898,1019
ENSG00000197421.9,9,12,3,13,9,9,12,8,0,0,0,0,7,11,12,23
ENSG00000280171.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260900.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203909.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196167.9,7,10,6,7,7,15,6,2,0,0,0,4,18,19,18,16
ENSG00000275592.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200288.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207000.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000270542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118972.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000264104.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179833.4,2292,2265,2151,2114,2757,3133,2989,2627,1348,1406,1296,1202,2729,2702,3482,3635
ENSG00000165312.6,1209,1318,1409,1374,764,868,704,831,108,110,115,112,718,721,644,726
ENSG00000159618.15,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
ENSG00000064225.12,5,1,12,7,10,13,15,10,0,2,6,5,12,11,13,12
ENSG00000226530.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252628.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000134709.10,196,435,383,184,505,551,385,146,7,6,8,6,111,121,70,80
ENSG00000057294.14,2093,2100,1879,1883,1422,1498,1252,1118,41,39,39,40,2164,2205,1712,1707
ENSG00000213988.10,0,0,0,0,0,0,0,0,112,174,220,143,0,0,0,1
ENSG00000171861.10,925,774,758,631,931,827,873,1031,319,327,272,365,565,584,588,579
ENSG00000278923.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167768.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280159.1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0
ENSG00000235240.1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1
ENSG00000273406.1,1,1,1,0,0,1,1,1,2,0,1,1,1,1,0,1
ENSG00000199903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200058.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177981.10,561,554,454,441,460,447,460,405,482,466,449,479,572,529,479,493
ENSG00000275358.1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
ENSG00000279936.1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
ENSG00000269349.1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,2
ENSG00000200291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233614.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259659.1,3,2,3,2,6,8,7,7,5,6,4,5,7,4,8,6
ENSG00000278933.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202175.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120662.15,245,272,358,340,416,401,300,385,161,152,156,137,304,402,291,329
ENSG00000215274.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235523.1,7,0,6,7,28,29,16,21,0,0,0,0,7,12,11,12
ENSG00000249848.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000277826.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230225.1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000239877.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272905.1,6,3,10,10,7,9,7,12,17,12,13,13,14,7,11,13
ENSG00000259952.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225630.1,14689,14585,20150,20328,31145,24451,31698,25551,20379,21933,22939,19012,25313,24710,22369,22180
ENSG00000230231.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164283.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000254555.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000013392.7,115,131,90,78,124,118,109,96,222,234,218,195,93,99,60,77
ENSG00000226688.6,60,66,52,39,40,32,44,32,141,167,167,136,27,26,39,33
ENSG00000250929.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204581.2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
ENSG00000244265.1,0,3,2,3,4,0,5,8,2,0,0,0,0,0,4,5
ENSG00000271771.1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
ENSG00000235004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166913.12,17491,7375,6122,15117,15988,19402,16481,19656,11579,12231,8838,5444,15311,5921,11630,16088
ENSG00000206260.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237786.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272911.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164112.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283842.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146700.8,20,19,15,26,25,33,51,43,20,18,11,25,21,8,30,29
ENSG00000130204.12,1210,1666,1555,1606,1308,977,1704,1956,1283,2054,1755,2126,889,945,1334,1443
ENSG00000283555.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199047.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000280387.1,2,3,3,4,7,1,2,4,3,5,1,0,4,2,3,2
ENSG00000189099.11,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0
ENSG00000232879.2,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1
ENSG00000265897.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111863.12,23,22,59,42,12,37,42,36,0,0,2,0,34,23,39,57
ENSG00000240583.11,9,0,4,2,0,10,4,6,6,4,0,4,0,0,4,3
ENSG00000109618.11,599,639,708,637,860,934,776,747,323,360,331,268,877,834,645,714
ENSG00000214866.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279345.1,2,5,2,4,6,6,10,4,1,0,2,0,5,6,3,6
ENSG00000259916.1,0,4,0,0,3,1,0,0,0,4,0,0,0,0,0,0
ENSG00000153015.15,1095,1126,987,935,1051,1179,1055,1089,1127,1236,1071,1242,824,853,881,912
ENSG00000260549.1,0,0,0,0,0,0,0,0,3016,3258,3242,3541,0,0,0,4
ENSG00000202290.1,1,2,3,2,3,2,4,3,3,2,2,2,3,0,3,2
ENSG00000207559.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254578.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240710.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268889.1,0,0,0,0,9,3,0,4,0,4,0,2,0,0,0,0
ENSG00000268234.1,11,7,7,14,5,6,9,6,7,8,13,10,14,9,8,10
ENSG00000241244.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254678.1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0
ENSG00000257246.1,3,6,2,3,2,0,3,5,6,4,3,3,3,5,3,5
ENSG00000270469.1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0
ENSG00000207698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000250885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273797.1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
ENSG00000036448.9,21,12,16,10,19,33,26,29,3,4,6,2,17,17,11,21
ENSG00000264583.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164114.18,0,0,0,0,0,0,0,0,618,679,559,640,0,0,0,0
ENSG00000267552.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224695.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106038.12,20,14,25,28,28,35,33,29,2,0,0,2,23,17,22,16
ENSG00000281091.2,0,0,0,0,0,0,0,0,13,6,5,4,0,0,0,0
ENSG00000238698.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268895.5,0,2,2,2,6,3,0,2,80,38,58,60,0,0,0,0
ENSG00000114861.19,1325,1391,1232,947,646,684,534,442,609,668,601,617,575,552,402,450
ENSG00000254542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224570.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179632.9,7095,6235,5250,5051,7414,6990,5399,6124,1252,1482,1170,1408,4764,5500,3916,4065
ENSG00000257510.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243073.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138193.15,655,720,583,650,645,699,730,465,2861,3112,2870,2533,1203,1049,1077,1093
ENSG00000240809.1,171,149,161,164,102,93,100,112,161,161,141,161,104,96,99,108
ENSG00000152942.18,487,579,537,498,570,720,618,629,1131,1115,932,858,571,572,503,545
ENSG00000280004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224560.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158411.11,612,454,594,461,552,616,503,623,545,456,523,469,512,512,396,473
ENSG00000172667.10,125,82,207,121,95,377,157,192,652,850,728,858,80,303,264,206
ENSG00000226802.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227233.1,2,2,1,1,2,3,2,0,1,1,1,1,1,2,2,2
ENSG00000118363.11,1117,1049,1013,915,1644,888,1601,1114,848,1011,764,805,965,849,732,1091
ENSG00000273311.1,42,33,42,30,43,57,61,66,31,40,31,36,42,46,45,51
ENSG00000135903.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204314.11,0,2,18,16,20,21,19,20,11,8,9,12,18,1,11,12
ENSG00000121644.18,2279,2449,2098,2058,1543,1786,1610,1531,2974,3358,3005,2878,1438,1382,1445,1502
ENSG00000284176.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000205362.11,0,0,0,0,0,0,0,0,532,611,577,728,0,0,0,0
ENSG00000138495.6,445,404,346,352,456,602,520,665,912,839,946,1113,499,563,459,444
ENSG00000204528.3,5,11,15,16,13,11,8,8,0,0,0,0,11,10,7,7
ENSG00000223407.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253309.6,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3
ENSG00000169992.9,2882,2643,2386,2424,2998,3334,2664,2501,1800,1855,1877,1688,1941,1824,1602,1718
ENSG00000239344.1,3,5,1,1,3,2,3,4,0,1,3,1,1,1,2,2
ENSG00000101323.4,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000272456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263711.5,767,844,791,735,968,1088,989,1028,0,0,0,0,1184,1183,1101,1087
ENSG00000254988.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127564.16,1906,1596,2170,2245,1322,1083,1780,1929,890,1132,1343,1221,1422,1273,1921,1827
ENSG00000277998.1,229,308,231,309,521,295,176,251,198,195,135,176,228,375,324,362
ENSG00000226086.5,87,71,66,62,63,56,67,71,52,45,38,51,67,58,67,65
ENSG00000235023.1,7,5,6,9,3,10,6,8,0,0,0,0,4,7,5,2
ENSG00000176973.7,689,994,713,1064,953,990,701,1633,750,791,1662,1721,465,1123,404,908
ENSG00000279115.2,19,20,19,18,12,16,14,18,11,13,11,14,24,23,20,24
ENSG00000211682.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231630.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205433.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249514.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159479.16,811,764,782,709,586,477,475,700,901,938,780,893,507,492,508,529
ENSG00000112511.17,497,431,454,400,549,628,548,586,549,540,460,491,544,466,427,482
ENSG00000259221.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231062.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205693.3,13,21,19,17,10,7,16,12,0,0,0,3,2,2,3,6
ENSG00000154511.11,286,310,298,298,244,273,307,296,72,62,76,65,329,290,401,350
ENSG00000253946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144504.15,1007,808,884,857,1007,1112,828,685,365,334,297,290,786,736,653,711
ENSG00000142507.9,2709,2765,1993,2026,2686,2207,2468,2593,1434,1422,1489,1378,1567,1675,1666,1804
ENSG00000157884.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197019.4,528,448,315,335,377,390,275,329,332,324,297,297,327,332,400,397
ENSG00000164116.16,0,0,0,0,0,0,0,0,5,6,2,4,0,0,0,0
ENSG00000273305.1,0,1,0,0,2,2,4,0,7,2,2,2,2,4,4,2
ENSG00000138669.9,69,62,61,72,101,131,114,101,16,20,15,17,57,62,95,75
ENSG00000250927.1,4,6,8,5,3,4,4,6,0,1,2,1,2,3,0,6
ENSG00000174013.7,1260,1300,1232,1286,788,881,934,918,1699,1799,1722,1666,626,609,814,843
ENSG00000235110.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000277670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196704.11,696,731,722,536,679,907,774,703,1030,827,947,939,619,753,649,653
ENSG00000251332.1,3,1,0,0,0,2,0,0,2,0,0,0,2,2,0,0
ENSG00000259235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258507.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238198.1,6,7,6,8,7,4,7,4,7,6,10,4,5,8,5,0
ENSG00000178821.12,162,149,136,137,71,106,96,103,40,50,38,42,33,37,47,46
ENSG00000244019.1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
ENSG00000196126.11,0,0,0,0,3,12,15,21,0,0,0,0,0,0,0,0
ENSG00000225510.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232301.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278896.1,3,0,2,2,2,0,0,2,0,0,0,3,2,0,2,0
ENSG00000227851.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225715.1,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0
ENSG00000176928.5,0,3,0,2,0,0,0,0,46,51,37,54,4,4,3,2
ENSG00000034239.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233714.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000129455.15,471,434,525,516,72,73,120,123,0,0,0,0,120,100,126,141
ENSG00000240250.3,2,1,4,2,9,5,4,12,1,3,2,3,4,3,4,2
ENSG00000239519.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216902.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165416.14,1148,1342,1025,1157,1404,1549,1296,1415,991,993,1006,1067,1184,1009,1000,1161
ENSG00000254672.1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000213471.10,3,4,5,4,6,1,6,11,0,6,0,7,3,7,9,1
ENSG00000143033.17,631,675,604,630,377,652,476,502,482,481,489,431,423,383,467,482
ENSG00000257941.1,10,8,18,8,10,15,10,5,13,8,12,9,8,8,15,13
ENSG00000259956.1,3689,3490,2855,2973,3003,3165,2456,2384,2365,2523,2099,2310,2115,2088,1851,2124
ENSG00000177133.10,0,0,0,0,2,0,0,2,133,121,114,130,0,3,0,0
ENSG00000106410.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267083.1,16,18,14,14,16,20,12,11,5,7,10,8,18,17,12,10
ENSG00000234041.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265243.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226668.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000213599.10,439,411,649,527,745,798,802,886,318,307,363,297,655,624,712,496
ENSG00000268140.1,26,21,30,20,14,14,21,20,34,48,48,35,11,7,18,13
ENSG00000278987.1,15,17,29,23,24,47,38,21,29,13,23,21,19,21,30,32
ENSG00000250006.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250349.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225352.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273085.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267601.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245667.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203818.7,1,1,1,0,2,0,0,0,5,7,4,6,0,2,1,2
ENSG00000202050.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284718.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196296.13,39,57,106,112,87,131,69,62,63,49,61,49,80,69,91,90
ENSG00000230481.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284605.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000185933.6,4,5,6,2,15,16,11,20,0,0,0,0,3,7,9,8
ENSG00000279123.1,0,0,2,1,3,4,3,4,0,1,0,3,3,1,2,1
ENSG00000109805.9,2397,2536,3177,3319,2352,2468,3516,3199,1928,1938,1982,1978,2208,2375,2962,3059
ENSG00000235653.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211978.2,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1
ENSG00000240489.1,1272,1243,1119,1145,1147,1312,1027,1055,1045,1127,998,1059,859,837,902,956
ENSG00000262519.1,76,80,76,75,53,59,55,81,74,70,60,94,72,69,88,114
ENSG00000196748.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225269.2,2,0,4,8,9,22,30,25,0,3,3,5,15,13,21,22
ENSG00000163975.11,2324,2098,2216,2197,1317,1390,1286,1410,456,450,578,452,868,870,833,806
ENSG00000239893.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270720.1,3,0,3,3,2,5,3,6,4,0,0,0,9,6,8,3
ENSG00000127329.15,292,291,255,261,172,184,273,196,3,3,2,0,382,317,379,423
ENSG00000262358.1,2,1,0,1,0,0,1,2,0,0,1,1,0,1,0,2
ENSG00000250594.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264829.1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
