sgRNA,Gene,cont1,cont2,cont3,gemc1,gemc2,gemc3
SSRP1-sg4,SSRP1,62.2489767,719.3537406,772.7207379,74.0112187,5388.997764,159.6381283
JHDM1D-sg7,JHDM1D,101.8619619,186.444745,427.5459921,173.2733238,253.3755268,1243.657037
SETD6-sg12,SETD6,1895.76429,416.9315558,215.7342162,1103.202519,0,0
BAHD1-sg8,BAHD1,281.0635615,176.168263,531.4906599,0,0,85.14033507
USP21-sg6,USP21,620.6034344,722.2898783,551.1028613,4494.657776,408.6702045,153.5566758
TRIM66-sg12,TRIM66,256.5412373,224.6145353,1572.244818,963.0165633,0,337.520614
UHRF2-sg8,UHRF2,296.1542225,60.19082319,0,0,0,179.4028489
USP25-sg10,USP25,663.9890848,102.7648201,81.71750613,478.0254008,0,0
MTF2-sg5,MTF2,614.9444365,239.2952239,186.969654,202.8778113,0,608.1452505
CCR7-sg3,CCR7,1852.37864,939.5640693,15.68976118,0,0,51.6923463
PRDM13-sg9,PRDM13,2595.593695,317.1028734,890.3939468,472.8010794,0,475.8736585
BCL2-sg3,BCL2,184.8605975,482.9946544,105.9058879,141.9273959,0,69.93670381
SMARCE1-sg13,SMARCE1,122.6116208,1661.853948,41.83936314,0,2.72446803,1205.647959
SND1-sg5,SND1,714.9200657,665.0351928,417.0861513,68.78689738,0,171.8010333
ATF2-sg8,ATF2,984.6656314,240.7632928,405.9725704,556.3902206,1343.162739,465.2311167
DMAP1-sg8,DMAP1,220.7009174,0,8.498620637,16.54368418,0,0
GTF3C5-sg4,GTF3C5,99.97562925,0,22.88090172,0,0,0
TRIM37-sg11,TRIM37,254.6549047,270.1246699,307.9115631,2318.727946,0,678.0819543
PHF5A-sg13,PHF5A,564.0134556,0,0,0,0,3315.911979
IRF4-sg1,IRF4,956.370642,468.3139658,52.95294397,0,73.56063681,2388.490471
RBBP4-sg10,RBBP4,716.8063984,751.6512555,1.307480098,0,504.0265856,247.8191896
SMARCA4-sg12,SMARCA4,94.31663136,1562.025265,2421.453142,414.4628247,0,0
PARP11-sg6,PARP11,331.9945424,1529.72775,1824.588477,175.0147642,0,0
ADPRHL2-sg2,ADPRHL2,924.3029874,377.2936966,1659.192244,74.88193892,280.6202071,15.20363126
HNRNPA0-sg8,HNRNPA0,1060.118937,73.40344292,279.1470009,35.69952902,0,782.9870101
PRMT6-sg5,PRMT6,241.4505763,205.5296402,38.57066289,3.48288088,0,1085.539272
SMARCD3-sg7,SMARCD3,5.658997882,190.8489516,56.87538426,81.84770068,0,0
RFX5-sg8,RFX5,0,67.53116748,0,0,0,0
ELP4-sg4,ELP4,286.7225593,778.0764949,1.961220147,609.504154,8810.929609,484.9958373
MAP3K12-sg13,MAP3K12,1258.183862,742.8428423,589.0197842,374.4096946,618.4542428,802.7517307
CREBBP-sg9,CREBBP,354.6305339,361.1449392,239.2688579,809.7698046,1942.545705,0
DPF2-sg10,DPF2,1.886332627,626.8654025,189.5846142,504.1470074,0,0
PARP16-sg12,PARP16,15.09066102,292.1457028,511.8784584,832.4085303,0,635.5117868
USP46-sg1,USP46,0,176.168263,0,295.1741546,0,0
JMJD4-sg4,JMJD4,1120.481581,1209.688739,1727.83495,487.6033232,190.7127621,311.6744409
FUBP3-sg4,FUBP3,1614.700729,2203.571356,206.5818555,2997.018997,305.1404194,378.5704185
USP22-sg9,USP22,0,0,109.8283282,0,0,0
OPCML_1,OPCML,0,0,0,0,0,0
UBE4A-sg11,UBE4A,256.5412373,783.9487704,192.1995744,1.74144044,40.86702045,0
MBD2-sg5,MBD2,0,0,3508.622843,0,0,74.49779319
PAXIP1-sg9,PAXIP1,230.1325805,347.9323194,363.4794673,239.4480605,0,1499.078043
PHF15-sg1,PHF15,316.9038814,33.76558374,426.892252,80.10626024,288.7936112,738.8964794
JHDM1D-sg3,JHDM1D,160.3382733,339.1239063,155.5901317,100.1328253,893.6255139,176.3621227
TP53_1,TP53,52.81731356,0,0,115.8057893,0,0
CBX1-sg5,CBX1,248.9959068,42.57399689,0,0.87072022,0,0
sgCTRL_345,CTRL,60.36264407,258.3801191,0,0,316.0382915,0
SETD6-sg3,SETD6,1.886332627,51.38241004,610.5932058,0,0,0
RFXANK-sg1,RFXANK,786.6007056,772.2042195,14.38228108,525.0442926,0,120.108687
DNMT3B-sg2,DNMT3B,2154.19186,311.230598,1.961220147,0,1182.419125,0
EZH1-sg8,EZH1,116.9526229,243.6994305,0,0,0,342.0817034
ZBTB9-sg2,ZBTB9,409.3341801,1814.533109,58.18286436,0,0,1286.227205
ERG-sg13,ERG,3.772665255,656.2267797,286.3381415,524.1735724,0,992.7971215
SIK1-sg12,SIK1,735.6697246,1240.518185,721.7290141,5.22432132,351.4563759,1830.517204
USP16-sg2,USP16,2199.463843,305.3583225,228.8090172,401.4020214,0,162.6788545
MBD4-sg5,MBD4,1482.657445,2751.161041,3.268700245,767.1045138,0,158.1177651
SFMBT2-sg2,SFMBT2,213.1555869,52.8504789,448.4656736,0,0,340.5613403
sgCTRL_304,CTRL,354.6305339,55.78661662,28.76456216,0,0,8862.196663
DTX3L-sg10,DTX3L,60.36264407,0,258.8810594,164.5661216,0,259.9820946
UBE2Q2-sg9,UBE2Q2,145.2476123,3639.3427,66.681485,408.3677832,0,3244.454912
USP7-sg11,USP7,264.0865678,3356.00541,77.14132578,0,0,311.6744409
RNF20-sg9,RNF20,2027.807574,160.0195056,0,0,0,0
HDAC7-sg5,HDAC7,0,1.468068858,73.21888549,0,0,0
INTS12-sg12,INTS12,20.7496589,93.95640693,79.75628598,178.4976451,0,0
ZMYND11-sg5,ZMYND11,247.1095742,367.0172146,326.8700245,0,0,0
SFMBT1-sg5,SFMBT1,341.4262055,518.228307,54.91416412,70.52833782,0,589.900893
MAP3K12-sg12,MAP3K12,0,623.9292648,35.30196265,0,0,0
PYGO2-sg2,PYGO2,262.2002352,866.1606264,14371.1675,1.74144044,0,2452.345723
SETD6-sg1,SETD6,1105.39092,1560.557196,378.5154884,262.9575064,959.0127466,1698.245612
PKN1-sg6,PKN1,79.22597035,3376.558374,84.33246632,0.87072022,629.352115,1508.200221
sgCTRL_142,CTRL,0,117.4455087,0,0,266.997867,247.8191896
UBR7-sg4,UBR7,71.68063984,436.0164509,18.30472137,13.93152352,0,3.040726253
sgCTRL_210,CTRL,5.658997882,440.4206575,165.3962324,103.6157062,0,103.3846926
CDA-sg13,CDA,580.9904492,115.9774398,508.6097581,0,0,0
NAT10-sg2,NAT10,590.4221123,212.8699845,0,0,0,396.814776
HDAC6-sg5,HDAC6,805.4640318,616.5889205,308.5653031,3037.072127,8.17340409,501.7198317
BRCA2-sg4,BRCA2,0,44.04206575,26.14960196,3448.922791,0,173.3213964
WIZ-sg10,WIZ,367.8348623,296.5499094,58.83660441,0,0,0
PARP11-sg5,PARP11,524.4004704,506.4837561,58.83660441,515.4663702,610.2808387,1879.168824
SUDS3-sg7,SUDS3,269.7455657,895.5220036,107.8671081,0,0,0
DMAP1-sg6,DMAP1,0,0,0,0,0,0
KAT6B-sg10,KAT6B,350.8578687,129.1900595,613.208166,1748.406202,2.72446803,705.4484906
PRDM4-sg13,PRDM4,520.6278051,308.2944603,849.8620637,2168.964068,24.52021227,112.5068713
sgCTRL_70,CTRL,75.45330509,303.8902537,137.2854103,444.9380324,866.3808336,0
NAP1L2-sg7,NAP1L2,11.31799576,208.4657779,377.2080083,0,207.0595703,950.226954
TRIM28-sg9,TRIM28,49.04464831,0,1207.457871,0,0,112.5068713
ING2-sg2,ING2,696.0567395,66.06309863,120.9419091,24.38016616,0,0
SETD8-sg5,SETD8,771.5100446,151.2110924,166.7037125,129.7373128,743.7797722,0
WIZ-sg5,WIZ,865.8266759,33.76558374,174.5485931,664.3595278,0,0
NOC2L-sg9,NOC2L,73.56697246,54.31854776,0,0,0,0
SETD1A-sg10,SETD1A,43.38565043,226.0826042,0,0,0,0
MBD2-sg3,MBD2,614.9444365,327.3793554,150.3602113,1335.684817,223.4063785,340.5613403
FKBP1A-sg5,FKBP1A,0,0,65.3740049,45.27745144,0,1777.304495
ATAD2-sg7,ATAD2,203.7239237,0,4314.684324,0,0,3986.392117
PPIB-sg2,PPIB,1211.025547,736.9705669,156.2438717,360.4781711,0,562.5343567
TOX4-sg13,TOX4,1876.900964,107.1690267,54.91416412,0,0,1488.435501
JARID2-sg3,JARID2,1.886332627,46.97820347,66.02774495,0,0,3.040726253
JMJD4-sg3,JMJD4,462.1514937,524.1005824,117.0194688,0.87072022,0,0
USP34-sg10,USP34,1899.536956,2401.760652,605.3632854,373.5389744,0,0
KAT2A-sg3,KAT2A,381.0391907,142.4026793,0,124.5129915,0,0
NAA15-sg2,NAA15,309.3585509,246.6355682,44.45432333,0,316.0382915,0
ELP3-sg13,ELP3,1188.389555,145.338817,413.163711,94.90850398,0,345.1224297
KAT2B-sg3,KAT2B,343.3125382,89.55220036,488.3438166,5.22432132,0,31.92762565
SHPRH-sg5,SHPRH,49.04464831,0,0,1.74144044,0,0
HDAC9-sg1,HDAC9,394.2435191,1178.859293,16.99724127,0,599.3829666,1903.494634
PRKAA2-sg11,PRKAA2,3540.646341,2834.840965,2256.710649,5563.902206,9249.568962,8553.562949
TAF5L-sg1,TAF5L,547.0364619,0,0,0,0,180.923212
FLYWCH1-sg8,FLYWCH1,588.5357797,152.6791613,155.5901317,0,0,0
PHF23-sg4,PHF23,1571.315079,883.7774527,594.9034446,0,0,0
TCF20-sg2,TCF20,205.6102564,1525.323544,18.95846142,0,602.1074347,290.3893571
ARID1A-sg9,ARID1A,1048.800941,817.7143541,772.0669979,59.20897496,1710.965923,0
RAG2-sg7,RAG2,164.1109386,478.5904478,5870.58564,1085.788114,0,86.6606982
HIRA-sg9,HIRA,0,0,128.1330496,0,0,0
sgCTRL_317,CTRL,422.5385085,949.8405513,915.8898087,2211.629359,5280.019042,141.3937707
PHF7-sg9,PHF7,0,662.0990551,166.7037125,89.68418266,0,0
USP13-sg5,USP13,0,230.4868108,37.26318279,154.1174789,0,0
sgCTRL_160,CTRL,758.3057162,606.3124385,400.08891,377.8925755,0,85.14033507
PARP11-sg12,PARP11,580.9904492,83.67992493,71.25766534,32.21664814,0,1099.22254
FKBP2-sg7,FKBP2,71.68063984,415.4634869,183.0472137,47.8896121,0,0
FKBP1A-sg9,FKBP1A,0,0,29.41830221,0,0,144.434497
HNRNPA2B1-sg4,HNRNPA2B1,247.1095742,33.76558374,26.80334201,0,348.7319079,2044.888405
UBA7-sg10,UBA7,507.4234767,227.550673,893.662647,0,215.2329744,165.7195808
KDM1B-sg2,KDM1B,254.6549047,387.5701786,587.7123041,0,0,0
ELP4-sg3,ELP4,186.7469301,811.8420787,145.7840309,86.20130178,0,196.1268433
PHF21A-sg13,PHF21A,456.4924958,524.1005824,0,76.62337936,226.1308465,3267.260358
MUM1-sg1,MUM1,1790.129663,1057.009578,152.9751715,0,553.0670101,240.217374
SND1-sg8,SND1,386.6981886,0,21.57342162,243.8016616,0,0
LRWD1-sg7,LRWD1,66.02164195,0,60.14408451,0,0,0
PRDM8-sg9,PRDM8,73.56697246,101.2967512,82.37124618,301.2691961,95.35638105,1996.236785
PTGS2-sg7,PTGS2,1610.928064,805.9698032,361.5182471,1018.742657,2054.248895,0
PHIP-sg5,PHIP,658.3300869,302.4221848,391.5902894,0.87072022,217.9574424,0
PARP12-sg8,PARP12,979.0066336,1106.923919,468.0778751,1216.396147,0,383.1315078
SETD2-sg3,SETD2,0,0,30.07204225,0,0,0
USP46-sg3,USP46,0,0,0,0,0,0
RPS6KA5-sg8,RPS6KA5,1290.251517,2331.293347,737.4187753,769.7166745,0,380.0907816
CHAF1A-sg12,CHAF1A,330.1082098,79.27571835,4.576180343,1.74144044,0,290.3893571
DOT1L-sg12,DOT1L,1482.657445,1.468068858,467.424135,63.56257606,335.1095677,0
sgCTRL_110,CTRL,0,111.5732332,242.5375582,626.0478382,1798.1489,0
KMT2E-sg5,KMT2E,877.1446717,775.1403572,453.041854,106.2278668,444.0882889,255.4210052
SP140-sg10,SP140,1012.960621,61.65889205,23.53464176,6.96576176,215.2329744,0
KDM3A-sg4,KDM3A,2395.642437,102.7648201,209.1968157,0,792.8201968,228.0544689
PARP9-sg10,PARP9,3.772665255,46.97820347,370.0168677,678.2910514,0,380.0907816
MYSM1-sg3,MYSM1,41.4993178,521.1644447,68.64270515,249.0259829,0,155.0770389
KDM1B-sg9,KDM1B,1397.772477,1382.920865,450.4268938,4396.266391,1155.174445,562.5343567
MECP2-sg8,MECP2,288.608892,0,384.3991488,913.3855108,0,412.0184072
CHD1L-sg12,CHD1L,399.902517,140.9346104,324.9088044,1.74144044,13.62234015,109.4661451
KDM2B-sg10,KDM2B,0,358.2088014,37.91692284,0,0,527.5660048
PADI2-sg6,PADI2,526.286803,1.468068858,33.99448255,46.14817166,198.8861662,53.21270942
SND1-sg7,SND1,335.7672077,1842.426417,101.9834476,111.4521882,250.6510588,0
BRCA2-sg5,BRCA2,0,0,509.2634982,0,0,0
PAXIP1-sg1,PAXIP1,103.7482945,1.468068858,0,1584.7108,0,0
PRKCD-sg1,PRKCD,435.7428369,0,13.07480098,162.8246811,0,136.8326814
SUV420H1-sg2,SUV420H1,67.90797458,378.7617655,4087.836527,135.8323543,0,0
LBR-sg5,LBR,5.658997882,0,0,225.516537,0,0
PPIB-sg11,PPIB,190.5195954,0,334.061165,0,7369.686021,165.7195808
GATAD2B-sg11,GATAD2B,1241.206869,2369.463137,772.7207379,103.6157062,1242.357422,501.7198317
CTSL1-sg3,CTSL1,0,162.9556433,53.60668402,0,0,179.4028489
ZCWPW1-sg8,ZCWPW1,1084.641261,1178.859293,332.0999449,34.8288088,5.44893606,305.5929884
DNMT3B-sg4,DNMT3B,81.11230297,61.65889205,123.5568693,110.5814679,280.6202071,2508.599158
TLK1-sg3,TLK1,0,79.27571835,0.653740049,0,0,0
TAF12-sg7,TAF12,182.9742648,115.9774398,347.135966,0,0,395.2944128
PRMT2-sg3,PRMT2,481.01482,2701.246699,130.7480098,3370.557972,4849.553094,0
CDK17-sg4,CDK17,786.6007056,0,81.06376608,412.7213843,155.2946777,859.0051664
CSNK2B-sg8,CSNK2B,105.6346271,88.0841315,0,0,0,0
INO80E-sg6,INO80E,82.9986356,300.954116,209.1968157,0,0,0
BAHD1-sg1,BAHD1,643.2394259,41.10592803,534.10562,576.4167856,0,0
RBBP4-sg7,RBBP4,69.79430721,0,0,119.2886701,0,174.8417595
DNMT3B-sg8,DNMT3B,803.5776992,436.0164509,220.3103965,98.39138486,395.0478644,445.466396
SETMAR-sg12,SETMAR,139.5886144,82.21185607,0,0,0,0
CLOCK-sg4,CLOCK,396.1298517,1177.391224,2820.888312,375.2804148,5097.479684,443.9460329
CBX1-sg9,CBX1,0,339.1239063,0,130.608033,1157.898913,0
CBX7-sg1,CBX7,986.5519641,794.2252524,488.9975567,841.1157325,0,269.1042734
HDAC8-sg13,HDAC8,60.36264407,374.3575589,692.964452,841.1157325,4626.146715,0
sgCTRL_122,CTRL,230.1325805,38.16979032,263.4572398,2372.712599,0,0
SMARCB1-sg8,SMARCB1,1046.914608,562.2703727,999.5685349,13343.78737,0,7005.833286
EYA1-sg13,EYA1,147.1339449,16.14875744,215.7342162,0,0,0
CSNK2B-sg12,CSNK2B,18.86332627,10.27648201,637.3965478,0,0,1.520363126
GTF3C4-sg2,GTF3C4,145.2476123,394.9105229,1.307480098,1083.175954,0,214.3712008
sgCTRL_8,CTRL,613.0581039,0,71.91140539,0,0,0
HDAC6-sg1,HDAC6,0,0,23.53464176,0,0,0
ASXL1-sg3,ASXL1,124.4979534,403.718936,274.5708206,0.87072022,0,953.2676802
PADI2-sg4,PADI2,32.06765466,0,86.94742652,0,0,1359.204635
KAT5-sg13,KAT5,194.2922606,211.4019156,30.07204225,772.3288351,0,0
ACTR5-sg12,ACTR5,337.6535403,1813.06504,98.7147474,0,0,33.44798878
USP7-sg4,USP7,64.13530933,303.8902537,353.0196265,0,0,0
PRDM15-sg9,PRDM15,0,105.7009578,0,0,0,0
TNRC18-sg12,TNRC18,33.95398729,572.5468548,62.10530466,0,0,4.561089379
MIS18A-sg11,MIS18A,0,0,0,0,0,0
SP140-sg6,SP140,692.2840742,546.1216153,0,87.072022,0,0
RPS19BP1-sg7,RPS19BP1,0,0,0,128.8665926,0,36.48871503
ALKBH3-sg4,ALKBH3,624.3760996,1.468068858,34.6482226,171.5318833,242.4776547,484.9958373
CDK9-sg12,CDK9,1429.840131,2479.568302,1668.344605,5549.970682,0,83.61997195
SMYD3-sg11,SMYD3,0,1.468068858,1.307480098,0,2.72446803,171.8010333
HUWE1-sg4,HUWE1,2163.623523,2030.339231,504.0335778,289.9498333,1018.951043,319.2762565
RAG2-sg4,RAG2,447.0608327,333.2516308,0,188.9462877,21.79574424,10.64254188
PKN1-sg8,PKN1,213.1555869,1.468068858,0.653740049,0,0,0
MINA-sg8,MINA,98.08929662,0,12.42106093,329.1322432,0,0
ATAD2B-sg13,ATAD2B,0,0,18.95846142,0,0,989.7563952
SMAD4_2,SMAD4,335.7672077,819.182423,5.229920392,0,0,0
SETD1B-sg1,SETD1B,45.27198305,0,54.26042407,0,0,0
CDA-sg9,CDA,1829.742648,754.5873932,87.60116657,352.6416891,0,0
KAT2A-sg6,KAT2A,1.886332627,703.2049831,0,80.97698046,0,0
SP110-sg1,SP110,4349.883038,0,261.4960196,583.3825474,0,126.1901395
G2E3-sg13,G2E3,433.8565043,441.8887264,2397.26476,123.6422712,1814.495708,3022.481895
SUZ12-sg7,SUZ12,1829.742648,76.33958063,72.56514544,194.1706091,0,0
BAZ1A-sg1,BAZ1A,447.0608327,648.8864354,14.38228108,0,0,0
PADI4-sg9,PADI4,1452.476123,2168.337704,130.0942698,0,449.537225,0
UCHL5-sg9,UCHL5,94.31663136,293.6137717,98.7147474,40.05313012,0,413.5387704
PADI3-sg11,PADI3,303.699553,400.7827983,95.44604716,132.3494734,130.7744654,89.70142445
JARID2-sg5,JARID2,71.68063984,623.9292648,171.2798928,365.7024924,0,1068.815278
BRCA1-sg10,BRCA1,313.1312161,465.3778281,399.43517,99.26210508,0,0
KIT-sg5,KIT,460.2651611,1112.796195,22.88090172,328.2615229,0,0
SIN3A-sg2,SIN3A,1.886332627,0,0,0.87072022,0,0
RFXAP-sg6,RFXAP,0,167.3598499,0,1234.681272,117.1521253,185.4843014
sgCTRL_188,CTRL,354.6305339,86.61606264,0,0,0,0
ADPRHL2-sg11,ADPRHL2,1045.028276,251.0397748,281.7619611,470.1889188,0,430.2627648
ZBTB12-sg3,ZBTB12,56.58997882,311.230598,0,53.11393342,106.2542532,600.5434349
SUB1-sg2,SUB1,215.0419195,936.6279316,22.88090172,66.17473672,256.0999948,0
FBXO44-sg10,FBXO44,788.4870382,534.3770644,0,0,343.2829718,0
UBE2B-sg3,UBE2B,362.1758644,493.2711364,135.9779302,186.3341271,0,0
PARP6-sg9,PARP6,66.02164195,292.1457028,59.49034446,0,0,1450.426423
SIAH2-sg3,SIAH2,0,196.721227,370.6706078,87.072022,0,793.6295519
SHPRH-sg3,SHPRH,467.8104916,290.677634,40.53188304,0,0,165.7195808
CHD1L-sg4,CHD1L,799.805034,115.9774398,32.0332624,137.5737948,7042.749858,1340.960277
L3MBTL1-sg6,L3MBTL1,2559.753375,832.3950427,280.454481,104.4864264,0,190.0453908
L3MBTL3-sg10,L3MBTL3,77.33963772,422.8038312,1274.139356,318.6836005,0,0
ASH1L-sg12,ASH1L,213.1555869,167.3598499,3.268700245,0,0,255.4210052
ATAT1-sg1,ATAT1,1103.504587,458.0374838,66.681485,0.87072022,1005.328703,202.2082958
sgCTRL_303,CTRL,894.1216653,1352.091419,289.6068417,235.9651796,21.79574424,3283.984353
CREBBP-sg6,CREBBP,113.1799576,183.5086073,169.9724127,301.2691961,0,0
CREBBP-sg7,CREBBP,0,174.7001941,49.68424373,10.44864264,0,614.226703
NCOA6-sg9,NCOA6,1229.888873,832.3950427,6574.009933,94.03778376,0,194.6064802
WDR82-sg5,WDR82,0,149.7430236,13.07480098,60.07969518,0,0
ATXN7L3-sg3,ATXN7L3,0,14.68068858,0,0,0,206.7693852
SETD5-sg9,SETD5,135.8159492,756.055462,22.22716167,5303.55686,0,1.520363126
TLK1-sg5,TLK1,1778.811668,1494.494098,518.4158589,2700.103402,0,191.5657539
GPS2-sg7,GPS2,1593.95107,820.6504918,566.7926225,70.52833782,0,1347.04173
KMT2C-sg5,KMT2C,1261.956528,0,349.0971862,1588.193681,449.537225,0
ATRX-sg4,ATRX,796.0323687,3828.723583,509.9172382,901.1954277,46.31595651,203.7286589
SMARCA1-sg9,SMARCA1,1890.105293,0,377.2080083,1237.293433,0,3.040726253
SETD2-sg5,SETD2,786.6007056,246.6355682,0,1.74144044,0,0
SUPT7L-sg10,SUPT7L,301.8132204,2056.764471,185.0084339,0,305.1404194,2073.775304
PHRF1-sg11,PHRF1,277.2908962,1391.729278,38.57066289,0,0,0
DTX3L-sg4,DTX3L,0,0,0,150.6345981,0,1.520363126
PBRM1-sg1,PBRM1,1252.524865,594.5678876,1015.258296,357.8660104,591.2095625,197.6472064
CHD8-sg10,CHD8,149.0202776,198.1892959,332.753685,309.1056781,0,0
sgCTRL_49,CTRL,1465.680451,1247.85853,1021.141957,1328.719056,0,0
ERCC6-sg8,ERCC6,264.0865678,331.783562,291.5680619,134.0909139,686.5659436,59.29416193
HOMEZ-sg11,HOMEZ,130.1569513,0,842.0171831,0,0,0
SFMBT2-sg6,SFMBT2,0,229.0187419,82.37124618,4.3536011,1866.260601,54.73307255
FBXL19-sg11,FBXL19,375.3801928,894.0539347,70.60392529,0,0,0
INO80C-sg2,INO80C,315.0175488,0,232.7314575,0,0,0
ARID2-sg3,ARID2,911.098659,0,328.1775046,1883.367836,2610.040373,0
KDM1B-sg4,KDM1B,3831.141566,4333.73927,150.3602113,1084.917394,1337.713803,743.4575688
PRDM5-sg1,PRDM5,384.811856,0,54.91416412,1400.988834,3285.708444,193.086117
PARP12-sg4,PARP12,1548.679087,1959.871926,936.1557502,6918.742868,2550.102076,193.086117
PADI2-sg2,PADI2,47.15831568,179.1044007,120.288169,3180.740964,0,0
TADA1-sg9,TADA1,81.11230297,0,26.80334201,0,0,0
EP400-sg6,EP400,450.8334979,218.7422599,30.7257823,1175.472297,0,7.601815632
MUM1-sg11,MUM1,505.5371441,248.1036371,663.5461498,4707.984229,0,0
WNT5A_3,WNT5A,20.7496589,52.8504789,0,0,0,0
NR0B2-sg3,NR0B2,118.8389555,296.5499094,77.14132578,625.1771179,0,1871.567009
TDRD5-sg1,TDRD5,0,838.2673181,13.72854103,0,593.9340306,97.30324008
UBR5-sg3,UBR5,0,79.27571835,0,65.3040165,0,106.4254188
DIDO1-sg3,DIDO1,126.384286,0,826.327422,300.3984759,0,740.4168425
CHAF1B-sg5,CHAF1B,477.2421547,1120.136539,2.614960196,0,1915.301025,0
KDM3A-sg5,KDM3A,264.0865678,121.8497152,514.4934186,0,280.6202071,0
PADI3-sg3,PADI3,2512.59506,761.9277375,2694.716482,5222.579879,0,11458.97688
KDM8-sg8,KDM8,0,0,0,0,0,0
PPP4C-sg8,PPP4C,103.7482945,79.27571835,354.3271066,0,0,0
MTA2-sg9,MTA2,90.54396611,36.70172146,46.41554348,217.680055,0,1135.711255
CHD2-sg13,CHD2,326.3355445,92.48833808,135.9779302,0,1247.806358,702.4077644
HNRNPA0-sg9,HNRNPA0,5255.3227,58.72275433,1178.693308,459.7402761,850.0340254,1705.847428
HDGFL1-sg13,HDGFL1,43.38565043,104.2328889,63.41278475,0,0,0
PRDM8-sg7,PRDM8,4987.463467,791.2891146,180.4322535,0,0,221.9730164
PHF15-sg5,PHF15,130.1569513,0,0,0,0,0
BRD4-sg4,BRD4,211.2692543,48.44627233,1.961220147,0,16.34680818,21.28508377
NEK6-sg2,NEK6,392.3571865,1153.902123,1536.289115,73.14049848,0,405.9369547
DCTD-sg5,DCTD,282.9498941,220.2103288,874.7041856,40.05313012,0,1047.530194
HNRNPA2B1-sg13,HNRNPA2B1,69.79430721,1214.092946,0,349.1588082,8.17340409,85.14033507
DOT1L-sg2,DOT1L,0,0,0,0,0,0
DNMT3L-sg6,DNMT3L,0,67.53116748,254.3048791,139.3152352,247.9265907,0
KDM5B-sg3,KDM5B,1031.823947,819.182423,280.454481,108.8400275,0,348.1631559
SMNDC1-sg6,SMNDC1,673.4207479,19450.4443,1279.369276,0,0,6.081452505
HJURP-sg10,HJURP,369.7211949,1.468068858,0,49.63105254,0,152.0363126
KDM4C-sg7,KDM4C,662.1027522,2642.523945,1089.130922,119.2886701,2550.102076,0
PRKAA1-sg3,PRKAA1,492.3328157,1200.880326,297.4517223,1503.73382,280.6202071,1848.761562
SCML2-sg5,SCML2,0,0,8.498620637,0,0,0
DPF1-sg10,DPF1,1.886332627,89.55220036,112.4432884,0,0,0
HCFC1-sg4,HCFC1,82.9986356,0,45.10806338,22.63872572,0,0
PKN1-sg2,PKN1,264.0865678,2853.925861,1517.984394,0.87072022,0,1.520363126
RING1-sg7,RING1,1520.384098,742.8428423,472.0003154,0,1757.281879,0
EID1-sg2,EID1,371.6075276,389.0382475,16.99724127,312.588559,542.169138,71.45706694
UBA7-sg4,UBA7,403.6751822,218.7422599,0,54.85537386,653.8723272,256.9413683
HCFC1-sg7,HCFC1,0,0,1.307480098,1715.318833,321.4872276,1999.277511
RNF8-sg6,RNF8,209.3829216,412.5273492,147.091511,299.5277557,0,263.0228209
CHD8-sg8,CHD8,701.7157373,1653.045534,755.0697566,73.14049848,0,966.9509483
BRWD3-sg5,BRWD3,33.95398729,220.2103288,223.5790968,0,0,457.629301
PRDM9-sg11,PRDM9,273.518231,108.6370955,104.5984078,0.87072022,2.72446803,638.5525131
RUVBL1-sg12,RUVBL1,71.68063984,781.0126326,525.6069994,0,0,0
KDM6A-sg7,KDM6A,330.1082098,121.8497152,0,131.4787532,550.3425421,842.281172
sgCTRL_241,CTRL,3197.333803,1177.391224,6398.8076,91.4256231,1482.110608,220.4526533
CHD1L-sg7,CHD1L,471.5831568,0,0,0,152.5702097,562.5343567
PAX6-sg11,PAX6,577.2177839,123.3177841,186.969654,55.72609408,1721.863795,355.7649716
TRRAP-sg11,TRRAP,2025.921242,3049.179019,132.70923,342.1930465,634.801051,903.095697
PADI3-sg6,PADI3,1177.071559,1005.627168,100.6759675,112.3229084,0,664.3986862
SETDB1-sg3,SETDB1,226.3599153,145.338817,174.5485931,42.66529078,0,3738.572928
PARP6-sg10,PARP6,696.0567395,1054.07344,2335.159455,102.744986,0,42.57016754
SMNDC1-sg13,SMNDC1,194.2922606,0,44.45432333,0,0,2168.037818
CDC34-sg4,CDC34,303.699553,0,190.2383543,0,0,0
FLYWCH1-sg1,FLYWCH1,73.56697246,107.1690267,395.5127297,0,0,285.8282677
PBRM1-sg2,PBRM1,1450.58979,343.5281129,44.45432333,221.1629359,0,0
PARP14-sg7,PARP14,1586.40574,253.9759125,240.576338,0,803.7180689,550.3714517
ADPRHL2-sg7,ADPRHL2,0,855.8841444,0,0,0,0
RPS6KA3-sg7,RPS6KA3,592.308445,229.0187419,383.0916687,70.52833782,0,104.9050557
EID1-sg1,EID1,196.1785932,2.936137717,228.1552771,101.0035455,0,3.040726253
MIS12-sg4,MIS12,545.1501293,0,8.498620637,0,0,142.9141339
PRDM16-sg8,PRDM16,64.13530933,0,0,0,0,86.6606982
UBE2C-sg8,UBE2C,0,0,0,0,986.2574269,202.2082958
SMYD3-sg6,SMYD3,162.2246059,0,19.61220147,227.2579774,0,71.45706694
sgCTRL_401,CTRL,128.2706187,44.04206575,34.6482226,119.2886701,207.0595703,142.9141339
WT1_2,WT1,282.9498941,151.2110924,81.71750613,105.3571466,0,0
