GeneID,LORD_MCF10ATP53/RB1mut_Olaparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRn,LORD_MCF10A TP53mut_Talazoparib_CRISPRn,LORD_MCF10ATP53mut_Olaparib_CRISPRi,LORD_MCF10ATP53mut_Talazoparib_CRISPRi,Olivieri_RPE1_Olaparib_CRISRPn,Zimmerman_HELA_Olaparib_CRISPRn,DeWeirdt_A375_Talazoparib_CRISPRn
ACTRT3,0.5780528,0.9647035,0.7038332,0.3003587,-0.6281507,-0.1394036,-0.1200696,0.1029785
ACVR1,-0.1143228,0.361538,0.8339817,-0.3361544,1.1425778,-0.4114412,-0.5568025,-0.1154302
ACVR1B,0.016584,0.8087298,-0.249746,1.1923837,-0.1195028,-0.896889,-0.1131262,-0.3037518
ACVR1C,-0.5653005,1.2021371,1.1497323,-0.2770835,0.238571,-0.1861821,0.1459065,0.2424929
ACVR2A,1.6771283,5.7519689,1.1797261,-0.0503926,0.2333426,-2.7642295,1.8994292,0.5515378
ACVR2B,0.1551555,0.6219951,0.7667073,0.3973667,-0.6514694,1.2778839,-1.3469091,-0.5577118
ACVRL1,0.3781291,-0.1506614,-0.194253,-1.5281463,0.1151201,0.7718902,-0.2628251,0.1094076
ACY1,0.1488775,1.5561994,-0.131688499999999,0.8296232,0.1036735,0.8512232,-0.6650217,0.3054663
ACY3,0.1265753,1.500068,0.3581686,-0.5971748,-0.2397869,0.1628549,0.0570109,-0.790709
ACYP1,0.5514195,-0.4446253,1.2900288,-0.0517311,0.4115131,-0.0330265,-0.1219377,0.7079802
ACYP2,2.3203355,-0.2140816,1.2374778,-0.2910801,-0.0067602,-0.312437,0.6598153,-0.0977249
ADA,0.1391901,-0.4061606,1.0088028,-0.842248,-1.712726,-0.4557979,0.1329677,0.5720226
ADAD1,-0.0978909,-0.1332556,-0.9002023,-0.0464275,-0.3984934,-0.7248675,-0.8307185,0.0757355
ADAD2,0.2069325,0.7206098,0.5662038,-0.5048096,-0.1185731,-0.0148852,0.9544421,-1.5658761
ADAL,0.8237098,-0.5460565,-0.4889382,-0.9377289,-0.3142719,-0.0148852,2.6875336,-0.0464169
ADAM10,2.9980101,2.9569482,3.6026901,0.3116256,1.251897,0.3543177,1.7880537,-0.9315437
ADAM11,-0.1930146,0.9027605,0.6042835,0.2593893,-0.4414318,1.388735,0.3663475,0.1754512
ADAM12,-1.3318147,-1.0925925,-1.229487,0.0287754,-0.0073692,1.2113625,-1.208939,-0.7476407
ADAM15,0.6137596,0.1979762,0.938476,0.6474525,0.5646649,-0.2050172,-1.1531137,-0.4369701
ADAM17,0.6077531,0.0881556,0.9521432,-0.7738793,1.0364618,-1.911999,-0.380275,-0.0476648
ADAM18,-0.799696,-0.7366418,-1.3969711,-2.6985414,-2.9240551,0.1441344,0.7802963,0.8448427
ADAM19,0.453064,-0.2660374,0.5385173,-1.4601912,-0.3819438,0.7823758,0.5090435,1.7816547
ADAM2,1.24921,0.9011899,1.4595417,-0.5739794,-0.465092,-1.0037211,0.3590357,0.7316995
ADAM20,-0.7349472,0.0210973,1.0434947,0.2711884,0.9612546,0.6889035,-0.2901053,0.0136208
ADAM21,1.7619332,1.6813084,-1.6763643,-0.0770274,0.1833392,-3.6266951,,-0.4575654
ADAM22,0.1608454,0.2445664,-1.0958981,0.0287754,0.2637141,0.1994906,-0.9620268,0.4381423
ADAM23,0.9432139,0.9060691,-0.8505661,-0.4225075,-0.8329957,-0.5432198,-0.2237982,0.478
ADAM28,-0.3228166,0.0889766,-0.3452004,0.7270943,1.2151451,-0.8516229,-1.3624033,0.5495518
ADAM29,0.6005149,1.1735446,-0.4112823,-0.3000023,-0.6231956,-0.9810163,-1.8266478,-0.240044
ADAM30,-0.4098843,0.7910959,1.3334019,-1.2615347,-0.2026869,-0.5996593,-0.3049583,-0.6366373
ADAM32,-2.2129412,-1.4754757,-3.127709,0.1007896,0.5077602,-2.312251,0.8973858,0.7373408
ADAM33,-0.4548928,0.4879345,1.1081646,-0.2497067,0.9808181,0.0333263,-1.3892172,0.1547942
ADAM3A,,,,,,,,
ADAM5,,,,,,,,
ADAM7,0.2700053,2.08578,2.1195505,-0.7178565,0.1016228,-0.0795156,-2.4241335,0.4221808
ADAM8,0.9901571,-0.3321468,-0.3634831,0.7720076,-0.1909203,1.3395427,-1.6127791,1.475069
ADAM9,-0.261569,0.9084135,0.3747949,0.3687776,0.2905626,-0.7469502,1.2469112,-1.1883478
ADAMDEC1,-1.4267796,1.2404443,1.0369595,-0.7604783,2.1689053,-0.2243016,-0.4986257,0.0789088
ADAMTS1,-0.2417785,-0.1323441,0.4605032,0.8692954,1.391473,0.6975117,-0.1442306,0.4933401
ADAMTS10,1.2930401,-1.0383999,-0.9759777,0.0310519,-0.3993575,1.5975074,0.6484139,-0.4300981
ADAMTS12,1.112846,0.5497563,0.2331576,-0.8962733,-0.3568173,1.2665996,-3.5879497,0.1412719
ADAMTS13,-0.4930418,0.7259787,1.4167224,0.852979,-0.3124446,0.5375362,0.5290645,-1.8245145
ADAMTS14,0.3421483,-0.262716,0.2954819,-0.3504891,-0.4147202,0.6713579,0.5086144,-0.1382707
ADAMTS15,-0.0732139,0.1253327,-0.630563,-0.1640207,-0.2301393,1.0989743,1.0617801,1.3599233
ADAMTS16,0.0112766,0.5096006,-0.1539336,-0.5501482,-1.1132645,-0.0795156,0.3253995,0.3779896
ADAMTS17,0.6017858,0.3706169,0.3200904,0.1840459,0.5142112,0.5641698,0.3933727,0.9782477
ADAMTS18,0.3789542,1.2806632,0.1344531,0.2411306,-0.8815179,0.0798242,-1.2944892,-1.2564459
ADAMTS19,0.7311223,-0.1736556,0.4756435,0.2469352,0.4331353,-0.4332185,0.6237356,0.9188437
ADAMTS2,0.6239761,0.9902515,0.8970552,0.7396302,0.8320711,0.5103697,1.7826613,0.3557401
ADAMTS20,0.6772416,0.1181207,0.2597811,1.2719532,0.3367123,-4.3392318,1.6061358,0.0857871
ADAMTS3,1.0951433,-0.2235741,-0.8824358,0.5116442,1.2344002,-1.4146924,-2.6602798,0.5910365
ADAMTS4,-0.3366055,0.6144627,-0.637293,0.8213533,0.5171498,-0.2050172,-0.5016274,2.3119149
ADAMTS5,-0.1585801,1.3363362,0.517869,0.7655479,0.2702396,0.2436562,0.9702977,0.0034543
ADAMTS6,-0.2374884,-2.9014887,1.5105224,0.1533515,-0.6658929,,0.2951577,-0.321782
ADAMTS7,0.3906214,0.4583147,-0.6469469,-0.5671824,0.7725852,-0.1199971,-0.3494464,-0.2375213
ADAMTS8,0.1642258,0.4846536,0.1696033,0.3946453,-0.0437708,1.2557674,1.0925501,0.4797557
ADAMTS9,0.9901571,0.7476636,0.5519215,0.8402161,0.4820206,0.1628549,0.9892327,0.062986
ADAMTSL1,0.3649594,0.3359323,-0.6492507,-0.677951,-0.1019848,0.0515612,-0.7566378,-1.2725292
ADAMTSL2,-0.2755727,-0.2442566,-0.5498351,-0.5843566,-0.7560636,-1.2668842,-0.8906089,0.5937681
ADAMTSL3,0.0478192,0.2170054,-0.3514498,-0.2665683,-1.3686234,-0.896889,1.1611193,0.6910267
ADAMTSL4,0.139571,-0.1062797,-0.2519008,-0.1452351,0.9540699,-0.477834,0.9632543,0.5221531
ADAMTSL5,-0.7397614,-0.3309095,0.0407986,-0.153148,0.867852,-1.0291595,-2.1218869,-1.9419554
ADAP1,0.1412818,-0.35758,-0.8627353,-0.4957023,-0.2418348,-0.0330265,-0.1317274,0.9272651
ADAP2,0.8323231,-1.5367422,-2.103077,-0.8168187,-0.6539935,0.6628724,0.9965403,-0.2117088
ADAR,-0.0596655,-0.0336457,0.5756937,-0.6799156,1.1207479,-0.7248675,-0.8679663,-0.1021423
ADARB1,1.4407998,-0.1120175,0.2486878,0.0237315,0.550322,-0.6110526,-0.2064603,-0.6442896
ADARB2,1.0450961,1.0574112,0.3291998,-0.2910801,-0.079426,-0.3227514,-0.6425729,-0.8900288
ADAT1,0.6121516,0.3286698,0.7002987,-0.1581044,-1.2942894,-0.3820545,1.9862635,0.5378231
ADAT2,1.0756396,-0.6732935,-0.9014885,-1.9770087,-3.4473024,1.3136541,0.7508415,-1.1327449
ADAT3,2.0393741,-2.459016,-0.6033291,-0.0761616,0.9966915,0.6801887,0.2783786,-0.7274493
ADC,0.8346759,1.8693798,-0.1637831,-0.2017591,-0.0700872,0.1810494,0.2118255,
ADCK1,1.24921,-0.8128322,-0.4370493,0.0385018,0.5996585,-0.8396976,-0.167578,-0.7659761
ADCK2,-0.2728343,0.5047166,1.5727176,1.014598,1.2958425,1.1446179,-0.355738,-1.3484537
ADCK3,1.499345,0.1570416,0.0507333,0.7835853,0.5100974,1.5429333,0.3171637,
ADCK4,-0.6408236,0.1396462,0.1459595,0.6686089,0.9769212,0.7544793,-0.4740761,
ADCK5,0.5474092,-0.9199258,-0.8891379,1.0462985,2.569505,0.9190363,0.5641953,-0.0141669
ADCY1,-0.1963364,-0.3635673,-0.6572227,1.156187,-0.407863,0.7242738,-0.4838804,-0.5982059
ADCY10,0.7582106,0.4397674,0.3397159,-0.6120562,0.4285767,-0.4231343,-0.3406183,0.6756292
ADCY2,0.4102461,-1.2285948,-0.1387184,0.4095447,-0.7874711,-0.4114412,-0.3303246,0.2307312
ADCY3,0.2648687,0.4935513,0.8092263,1.2882891,0.7249586,1.2353215,0.0887391,-0.3452849
ADCY4,0.2085178,-0.9280256,-1.0544407,0.1885348,1.0014283,0.8512232,-2.5076793,-0.4505557
ADCY5,0.2426789,-0.4955076,-0.463271,-0.4452228,0.5444478,0.3171764,0.6053128,0.2439191
ADCY6,0.1265753,-0.2748802,-0.3284803,1.9952491,1.7932201,-0.1953653,-0.6622832,0.7828055
ADCY7,1.4254649,1.3109485,-0.0406718,0.6089436,0.4095021,0.6713579,2.1966039,-1.3888557
ADCY8,0.9121248,1.2872359,-0.5828215,0.7533674,0.4730806,-2.1680318,-0.9492493,-1.5189022
ADCY9,-0.0880599,1.026883,1.1225732,1.9857419,-1.6739151,-0.3626943,0.9805162,-0.5624017
ADCYAP1,0.4949268,-0.4708812,-0.1206526,-0.6957426,-1.3315113,-0.1394036,-1.5646476,1.2792054
ADCYAP1R1,0.2944771,0.8154654,0.0640444,0.9870654,-2.5402768,-1.8206874,-0.8991043,-0.1873194
ADD1,0.3392156,0.4760018,0.7380337,-1.1551576,0.6356587,-0.0897431,1.3555885,0.912177
ADD2,-0.4333168,2.3591067,3.0646699,-1.2527235,-1.2288711,0.1178772,1.2745182,-2.2357863
ADD3,-1.0848102,1.180663,-0.0566889,-0.3321655,-0.025512,-1.474278,0.2530069,-1.2357487
ADGB,,,,-1.7710676,-1.5252245,-1.8457229,0.2365779,1.4030151
ADH1A,1.077229,0.1774778,0.0419595,-0.1489039,-0.1802046,-0.3918009,,0.3779896
ADH1B,0.0609303,0.8482184,0.2537406,1.0218579,0.8120444,0.3543177,,-1.0201583
ADH1C,,,,0.1015828,0.9267737,,,0.001079
ADH4,0.3401757,0.2898629,1.8864266,0.2078245,2.1208355,-1.5022158,-0.204123,0.6011856
ADH5,0.0201554,0.7311237,0.1659147,0.1681809,0.2218656,0.589249,,-0.4760678
ADH6,1.9477047,-0.4942606,0.5098762,-0.8943654,0.7457951,-0.5996593,0.3332233,-0.6382202
ADH7,-1.0992231,0.424845,-0.5218083,-0.3268073,-0.057264,-0.2730832,1.2677858,-0.2144602
ADHFE1,0.274642,0.5287933,-0.036791,-0.9284415,-0.2451207,-1.5421925,-1.0669518,0.701968
ADI1,-0.9437204,-0.1515861,1.8948101,0.8033169,0.2102173,0.0231751,-0.5365835,1.3151184
ADIG,-0.1099292,0.7274082,-0.1073454,-0.2305036,0.2233682,0.5008398,-0.2994022,1.6269628
ADIPOQ,-1.421643,1.9227076,0.4396267,-1.3167305,0.6278576,-1.6554906,2.4925188,0.0051899
ADIPOR1,-1.2016674,-0.8308957,0.1868858,-0.6442237,-2.0665846,1.3241063,-1.0478246,-3.2538259
ADIPOR2,-0.5991697,-0.3042053,-0.4607641,-0.2172702,-0.5981067,-0.1093076,-0.2466153,0.5866317
ADIRF,-1.1336785,-0.557516,-0.0655538,0.3478716,-0.2212735,2.915324,1.1241573,1.864594
ADK,0.169453,-0.019596,0.1516029,-0.1126608,0.7059613,0.7335915,0.4272226,-0.8985771
ADM,-0.5929942,0.361538,0.7531257,-0.3017429,0.3548231,1.1323597,0.2779087,0.4306231
ADM2,-0.0966132,0.0918921,1.2323287,0.8014404,-0.5440924,1.3654268,0.5475365,0.742966
ADM5,-0.0581307,-0.6923294,0.3302368,0.3136787,0.7910646,2.0303151,-2.1140292,-1.1740769
ADNP,1.3659436,-0.2738758,-0.4618749,0.3003587,0.066961,-0.6846037,-0.4613223,2.8145098
ADNP2,1.3271709,-0.7128335,-0.2425365,0.4733642,-0.4533064,0.8606814,0.0047413,-0.3315163
ADO,1.3102828,-0.0095024,0.0492856,-0.1951348,-0.2409618,0.5716813,0.7731673,1.5060139
ADORA1,-0.7874851,0.4464233,0.0771878,-0.9856841,0.454486,0.3069084,0.221137,-2.2357863
ADORA2A,0.6344495,-0.3239728,0.2273358,0.0732675,-0.2402657,0.4757522,-0.466884,-0.6602523
ADORA2B,0.4955548,0.0260026,-0.6870364,-0.8641887,1.265103,1.0274618,-0.8187888,0.4487222
ADORA3,1.6139425,0.7333156,0.362347,1.7411908,1.1001903,0.8403998,2.4673952,-0.9965961
ADPGK,-0.2247408,0.1237799,0.8132822,-0.3031048,-0.0049158,-3.0725875,1.1542564,0.7982863
ADPRH,0.2012278,0.0227509,-0.1133953,0.355292,0.0543323,-0.7704781,-0.4715452,-0.4300981
ADPRHL1,-0.1289776,0.8717719,-1.1261883,1.5840571,-0.0034474,0.5798084,0.1119342,0.3988091
ADPRHL2,0.2020113,0.8309273,0.4088399,1.7537322,-0.3535221,1.0693132,1.2209895,0.0814081
ADPRM,1.407268,1.6264597,1.1891564,-1.0354587,-0.4795647,0.4261768,1.0890116,1.6371203
ADRA1A,-0.0818561,0.1800711,1.0054363,-0.4510864,-0.3117551,-0.2526121,-1.0128082,0.4178986
ADRA1B,1.2777131,0.3841726,0.2836803,-1.0798862,-0.6263404,0.653248,-0.8378915,-0.8920598
ADRA1D,0.5031669,0.8244646,-0.481233,0.0876241,-0.097635,0.6628724,0.649932,-0.1243541
ADRA2A,-0.3612398,0.1009159,1.0772906,0.5227033,-0.9773799,1.9323664,-0.4943114,-0.1055783
ADRA2B,-0.3376821,0.6507478,0.2468591,1.0281783,2.1764628,0.3171764,0.4113648,-1.3242351
ADRA2C,-0.54076,-0.1309962,0.0696514,1.1222866,0.6631741,0.0515612,-0.0825923,0.0136208
ADRB1,0.2192456,-0.1016254,-0.4601277,-0.6204529,0.6644805,0.4366718,0.5892899,0.2267799
ADRB2,-0.0889787,-0.287532,-0.1820588,0.1169169,0.7510622,1.5429333,-0.2924792,1.3829214
ADRB3,0.9561581,-0.0336457,0.0120404,-0.9567337,1.5105712,3.0380355,-0.8670731,-0.0825432
ADRBK1,-0.5545931,-0.3869091,-1.441036,0.2700702,-1.5093814,-0.9690915,-2.7159888,
ADRBK2,-0.7808736,0.0251929,-0.3342087,0.6665125,-0.7118151,-0.5653748,1.2043531,
ADRM1,1.0138584,-0.5500114,-0.2800752,-0.3260443,0.0439251,0.3452293,-0.0450353,-3.8448987
ADSL,-1.3000584,-4.9734576,-3.5218421,-2.1534171,-3.3570131,-0.0605491,0.6832336,-0.7606425
ADSS,0.5375413,-5.8259468,-1.1697031,0.8735749,-1.164962,0.5641698,,-0.5959338
ADSSL1,-0.881659,0.3017205,-0.456749,0.330077,0.7562855,1.2778839,-0.1317274,-1.151503
ADTRP,-0.2227935,0.5805853,-0.6721809,0.1533515,0.1517982,0.8003915,0.5279858,-0.5373842
AEBP1,1.6893256,-0.1336071,1.1527563,0.6646379,0.7311354,0.0431043,-0.260514,0.4487222
AEBP2,1.017452,0.4678704,0.6478621,-0.3321655,-0.1347923,-0.8060639,-0.7924164,-0.3055642
AEN,0.1737707,0.4292985,0.1583054,-1.0885402,0.069475,0.0515612,-0.1092371,-0.0748745
AES,-1.1737966,-0.4204788,-0.1893542,-0.4840583,0.2253103,-0.3332892,-0.3180507,0.5347204
AFAP1,-0.506697,-0.9762333,-0.1846929,0.0108722,-1.0835745,-0.3722018,-0.7687888,0.6000213
AFAP1L1,-0.851143,0.2907103,-1.4269152,0.7709571,0.6039073,0.5008398,0.1906373,-0.3203605
AFAP1L2,-1.0891836,-0.2988815,-0.1016254,-0.8009887,-0.7145439,-0.6110526,2.3427891,-0.5224668
AFF1,0.6426075,0.9340625,0.7038332,-0.0687786,1.4264903,0.4164771,-0.7713798,0.6524131
AFF2,-1.0796655,0.687828,-0.1300206,-2.3008345,-1.8675899,-0.4003355,2.5221389,1.5865663
AFF3,1.1491339,0.361538,-0.3107205,0.4555618,0.704258,1.3048455,-0.1366895,0.0698063
AFF4,-0.9743305,-1.005619,1.0026173,-1.0525159,-0.0089069,1.4097598,0.9751832,0.138249
AFG3L2,-1.4600394,-1.340194,-2.2408815,-3.3408399,-2.4666409,-0.2050172,0.224647,-1.1804415
AFM,2.124818,0.4265181,-1.8187042,0.5663825,0.2557421,-0.6110526,0.6402976,1.0013047
AFMID,1.7087122,-0.2559444,0.8836028,1.4694535,0.1879293,-0.4436222,-1.5260366,-0.4167538
AFP,0.1013343,2.1665398,1.7074062,-0.5539427,0.5870219,0.2179551,-0.794149,-0.0852496
AFTPH,0.4220093,0.8671364,2.1160423,-2.4866274,-1.2256655,0.3360681,-3.3318769,-0.8010778
AGA,0.2622203,0.0216383,0.8685207,0.7606278,-0.115937,-0.6627828,0.8225447,-0.261062
AGAP1,0.112503,-1.0088183,0.0312927,1.5650728,0.1580842,0.1810494,1.4401493,1.9507838
AGAP10,,,,0.9631751,0.9904907,,,
AGAP11,,,,-0.2149069,0.4738031,,,2.1556143
AGAP2,-0.0889787,0.5369987,0.4787981,0.5212462,-0.0934486,0.2082028,0.3547634,0.6000213
AGAP3,-0.2247408,-0.3714828,-0.0224124,-0.662277,0.0238154,-0.6846037,0.7047187,-0.9003819
AGAP5,0.4268852,-0.4829534,0.1143807,,,,,0.5400117
AGAP6,-1.8575507,-1.0046046,-0.3778214,,,,,-2.5745233
AGAP7,-0.5840973,-0.9771454,-2.0320504,,,,,
AGAP9,,,,0.2437822,0.5364198,,,0.2128157
AGBL1,0.60888,0.1533013,1.1141462,-0.3893584,0.3841762,-2.1954117,0.6180337,-0.5218999
AGBL2,0.4451523,0.7401197,1.5510177,0.3570682,-0.8127743,-0.2526121,1.6500321,1.1844813
AGBL3,0.8887714,-0.5148385,0.5227249,-3.1036468,-2.6813137,-2.8707932,-1.4702491,-0.5120928
AGBL4,0.3531376,-0.7347484,0.373105,0.1391925,-0.0580954,-0.1577622,-0.1887325,0.8136549
AGBL5,0.6234849,0.0026275,-0.7923042,0.1648836,-1.0729745,-0.6342717,0.3720071,1.1000091
AGER,0.5160413,0.1594613,-0.9828469,-0.5273313,3.3499889,-0.5538583,-0.5076864,-0.1809304
AGFG1,-1.0226921,1.2143214,1.559386,0.8977883,0.423034,0.0333263,-0.4532271,-0.729453
AGFG2,-0.562996,1.0775782,0.3997256,-0.6602294,0.7365273,0.4366718,-1.105604,-1.3242351
AGGF1,-0.407933,-0.7907416,-0.1980487,-1.3183208,-0.6986818,0.1260358,0.01363,2.5380632
AGK,-0.1688423,0.5985053,-0.0999075,1.8295364,-1.5403612,-0.9931297,,-0.5661828
AGL,-1.3116603,-0.8547652,-0.8032998,-0.2428944,-0.3625223,1.0274618,-0.5161761,0.7907891
AGMAT,0.0478192,-0.67153,0.0982503,-0.1942631,0.5883974,0.6162644,-0.9459956,1.4786357
AGMO,-0.4272563,0.8382828,-0.1284893,-0.5306082,0.641329,-1.911999,-0.1919943,-1.1721555
AGO1,1.1015259,-0.3772652,-0.3586874,-0.8743815,-0.903792,0.4833623,-0.9903846,1.4927897
AGO2,-0.5666087,-0.5349583,-0.8282719,0.2956139,0.5284228,-0.0605491,-1.5933069,0.3292395
AGO3,0.0060526,-0.0051117,-1.2888765,0.1923226,0.2073533,-1.1388289,0.9742326,-1.0496292
AGO4,-0.1606792,-0.5016771,0.0735057,0.5364713,0.5705422,-0.4332185,-0.0142218,0.9324882
AGPAT1,-0.9058294,0.2349445,0.5662038,0.0208055,0.1412699,-0.0062925,0.3514741,0.7693918
AGPAT2,-1.0643303,0.3836703,-0.5954407,-0.1176366,-0.0385837,0.9096269,-3.0591262,0.9616689
AGPAT3,0.4274682,0.175297,-1.2220386,-0.6668253,-0.6439932,1.7481547,1.3878813,-0.9157341
AGPAT4,0.5177213,0.6181495,0.5502864,-1.5841288,-0.2877431,0.6074833,0.3031386,-1.3341192
AGPAT5,0.6266271,0.4366913,0.9029057,0.1419992,0.9561174,1.0813827,-0.4575609,0.3613248
AGPAT6,1.5510101,-0.153212,-0.0330087,-0.7378916,-0.6627224,0.6801887,-0.854707,
AGPAT9,-0.7449597,0.1519253,-0.6161862,0.1363001,0.8737278,-1.0544584,0.3156145,
AGPS,-0.3023383,0.1209757,-1.0070599,-0.9094571,-0.5128681,-4.4044473,0.3870165,-0.6216087
AGR2,0.1452275,2.0871602,0.8295851,0.0663261,-1.207619,-1.8827356,3.1665672,-0.3029531
AGR3,0.3674039,1.8775036,-0.1750343,-1.3101685,-0.8265715,1.3981518,,-0.2750692
AGRN,0.0112766,0.0572159,0.4882507,-0.1778547,-0.3552975,0.9596913,-0.4986257,2.849536
AGRP,0.2330299,-0.0937067,0.2526323,2.5321964,1.3925746,0.5195878,0.1648822,0.7603121
AGT,0.6526822,0.7065793,0.7104486,0.9160557,-0.8728851,-0.3332892,-0.1587092,0.5857248
AGTPBP1,-1.180038,1.1565126,-0.5704565,-1.0513777,-1.0669874,-1.0411887,0.5809718,-0.2234087
AGTR1,1.1316635,-0.2939565,-0.0513887,1.1691144,0.9345237,-0.5653748,,-0.042104
AGTR2,-1.2392506,0.5696765,0.0150756,1.1570269,3.6375502,-1.1065029,-0.4740761,0.8398502
AGTRAP,-0.3485239,0.1657776,0.0674249,-0.0436322,0.47554,1.7481547,-0.1449414,-0.7584829
AGXT,0.9624856,0.9374395,0.1107877,0.4442411,0.0267007,-1.6554906,0.3323159,0.1918685
AGXT2,0.3049979,1.1246917,0.026876,-0.1133597,0.9034908,1.091073,0.0202667,-0.0126168
AHCTF1,-0.8664752,-1.5236591,2.2808829,-0.2836226,-1.5837512,-1.0037211,-0.3840626,-3.2104776
AHCY,-1.8434108,-2.4380208,-1.4794548,-0.1788501,-0.7396087,1.1205516,-0.8138989,1.1550112
AHCYL1,-1.0271091,0.4224151,0.1690896,0.2636843,1.2035889,0.70664,-0.0384385,1.242751
AHCYL2,-0.1950324,0.6312341,1.5909965,-1.1064615,-1.8926238,0.2811473,0.6089398,0.8593159
AHDC1,0.086702,-0.5097288,0.9966074,0.3421387,0.0867098,0.5716813,-0.1794649,0.7233999
AHI1,0.024143,-1.1200298,-0.7309508,0.7282823,1.3395739,0.4757522,-0.2808361,-1.3661326
AHNAK,0.981359,0.0092073,0.1423061,0.9377931,0.3580651,0.6713579,-0.1838346,-0.6981404
AHNAK2,0.5563605,0.364985,0.8740381,0.0251829,1.2163252,-0.7811628,1.4170569,-0.1297185
AHR,0.8587543,0.9312246,-0.0218483,1.6989933,0.1641355,0.8809986,0.4381585,-2.2062991
AHRR,0.4080963,0.5620964,0.3640467,-0.4860295,0.1907711,0.5195878,0.2186008,-0.1319062
AHSA1,0.3756159,1.5959362,-0.6115551,-0.0046557,-0.1687745,0.0032903,-1.7205347,-1.7819409
AHSA2,0.4925733,-1.5249563,-0.1284893,-0.153148,0.0291734,0.7823758,,
AHSG,0.3571185,-0.6561939,0.0485864,0.156697,0.1611214,-0.4436222,0.8304206,0.1294511
AHSP,-0.2659003,-0.1541924,1.7575584,0.2912662,-0.1793402,0.1628549,,1.2701147
AICDA,-0.4280211,-0.4425066,0.6498879,0.9568809,1.090786,0.5476399,-0.2718239,-1.1605127
AIDA,-1.0449762,0.2939128,1.3367877,0.9753968,-0.8604567,0.2436562,,1.5179644
AIF1,0.2529,-0.8258617,-0.4730975,-0.2105866,0.697084,-0.8633682,,0.7902034
AIF1L,-1.9330271,-0.1460091,1.0016653,2.0716767,3.1683678,-0.2050172,-0.8788569,-0.4012314
AIFM1,-1.8928527,-2.3084064,-1.7352069,-0.0924624,-3.2332415,-0.1953653,1.4308384,0.4058284
AIFM2,1.6184326,-0.5257086,-0.5305798,-0.4510864,0.5964464,-1.9664968,-0.36422,-0.5157799
AIFM3,-0.0617829,1.6148218,1.7502023,-0.0752383,-0.062003,2.509763,-0.6529583,1.1620341
AIG1,0.3998769,0.4945539,0.3772672,-1.1686574,0.0517559,0.2971479,-0.3081068,0.5295676
AIM1,0.109915,1.183526,0.7922252,-0.0825425,0.5487091,-0.0994507,1.455201,
AIM1L,,,,-0.4452228,-0.5413286,-0.0605491,1.0499124,
AIM2,-0.1645528,-1.983744,-1.0809533,-1.0830692,0.3808926,-1.9664968,0.8090483,1.4665738
AIMP1,0.1336257,0.5038935,-0.8891379,-0.0110259,-0.0672721,-0.7050437,0.7271058,-0.790709
AIMP2,0.3709124,-0.2900638,-0.7202728,0.852979,-0.0041161,1.6605654,-0.2538399,0.2093121
AIP,1.0219278,-0.3413474,0.4073857,0.460006,-0.4341368,-0.0795156,1.0770718,-4.5967133
AIPL1,-0.7027052,0.072267,-0.3919807,-0.5196376,0.5345418,-0.5432198,-1.6462906,0.287476
AIRE,0.2828141,0.5462845,0.0761783,0.3786812,-0.4801817,0.5375362,0.2279992,-0.1881239
AJAP1,-0.2326942,0.9455657,0.6817532,-0.323323,-0.4726591,-0.2341934,-0.9497509,-0.1589161
AJUBA,0.0598487,0.7077471,0.514355,0.665907,-1.408745,-0.9094302,-0.3246699,-2.6545499
AK1,0.1359446,-0.0771797,0.2887301,0.9926137,-0.525777,-0.6962113,-1.4598921,0.4343994
AK2,-0.8443876,-1.3592056,0.6621744,0.6671168,-0.2397869,1.0592573,,0.7254743
AK3,-0.6737401,-1.0633242,-1.0764059,0.2779694,0.2025696,-1.3831897,,0.343612
AK4,1.3239467,-0.4499691,-0.291481,0.0959534,0.6128725,-0.2432268,,-0.3484643
AK5,-1.397897,1.1468582,1.9588176,-0.1518087,-0.7751582,-0.5051079,1.5994252,-0.7989693
AK6,-0.5914281,0.7186621,-0.714222,,,,,1.7809651
AK7,0.3460861,0.031964,0.7743013,-0.474929,-1.3069264,1.8066804,-0.1794649,-0.0932841
AK8,1.5727122,-0.5365318,0.5418902,-1.0002673,0.1789295,-1.1639768,-0.8562001,0.9832258
AK9,1.3412064,2.4218473,0.8979915,-0.6164546,1.0493795,-0.896889,0.9544421,0.2036873
AKAP1,-0.4424902,0.1245696,-0.2673234,0.5892784,0.3508,0.3543177,-0.0274884,-1.4267898
AKAP10,0.1221924,0.9307307,1.6757653,0.2253103,0.4738031,0.2627313,0.6108959,0.8822556
AKAP11,-0.1781156,-0.3858323,0.8387297,2.1123816,-1.4381119,-0.7469502,1.0719578,0.7490458
AKAP12,0.6763233,-0.3212774,0.7987582,0.5082617,-0.4239589,1.4814134,-1.4923795,0.1218759
AKAP13,0.0354907,1.0094106,2.5593769,0.434286,0.3344189,-0.5893423,0.9849903,-0.1858931
AKAP14,-3.5875883,1.0934968,-1.1872391,0.377785,-0.0747952,-1.0291595,,0.4067613
AKAP17A,-0.6626909,0.5958566,0.3980721,0.2694149,0.6728185,,,-0.1372274
AKAP2,-0.467446,0.9021969,1.5571421,0.836497,3.1820205,,1.4154509,-0.7061269
AKAP3,-0.521889,-1.3347481,0.0138767,-1.9561236,-2.0191369,0.3360681,0.1708526,-0.3911805
