GeneID,CRISPRn Viability Z score (olap and talaz screen),CRISPRn Drug Effect Z score (olap screen),CRISPRn Olaparib sgRNA Drug Effect Zcount,CRISPRn Olaparib Gene Rank,CRISPRn Drug Effect Z score (talaz screen),CRISPRn Talazoparib sgRNA Drug Effect Zcount,CRISPRn Talazoparib Gene Rank,CRISPRi Viability Z score (olap screen),CRISPRi Drug Effect Z score (olap screen),CRISPRi Olaparib sgRNA Drug Effect Zcount,CRISPRi Olaparib Gene Rank,CRISPRi Viability Z score (talaz screen),CRISPRi Drug Effect Z score (talaz screen),CRISPRi Talazoparib sgRNA Drug Effect Zcount,CRISPRi Talazoparib Gene Rank
GPS1,-11.2393183462701,-2.68100602160596,2,3198.17257705554,0.109294202184374,1,9400.04567486482,-7.39225844570485,0.549101747537918,0,14899.9752654575,-7.77274930302814,-1.83558335103317,2,3171.61023083405
CWC27,-2.44194319773752,-2.87653470010383,1,2418.2522544474,1.60522175656601,0,16109.3402992113,-0.0815664453179123,-0.160148351647797,0,9790.30325905621,-0.636535784998457,-1.83489076286181,0,1862.87957980451
LOC643669,-0.486368170062465,1.22411530578753,0,13369.8433563643,-0.124127990660074,0,7956.18805742148,3.75601429507745,-1.04520190595556,1,5587.54883034665,3.07596069215156,-1.83437833011331,0,3819.55277697049
CDK5RAP3,-2.26270234868436,1.19860679269894,0,15831.344045997,1.50673058553141,0,16184.0671486245,-1.05953965865535,-0.479271080367617,0,5512.03489315815,-1.23951978897364,-1.83366080261846,0,2098.80861946707
LGR5,0.131944303236956,0.698106199793378,0,8671.95157553924,0.090706488259776,0,5152.07068917996,-1.44184562055018,-0.432199103614963,1,5415.30708116552,-1.77528932524633,-1.83304613918932,0,2441.75740274863
ABCG5,0.610859130658049,1.52737717509426,0,16400.5081103269,0.608981684211832,0,11493.210534644,-2.5822698467139,0.735808299763161,0,9074.91150991736,-1.08465540355802,-1.83187453439245,0,1723.73341018435
MED9,-6.25872154024206,-1.36298545799479,1,4912.90290096513,-2.52461855222811,1,5040.8806567684,-14.5073054673493,-0.227539038350463,0,7693.0680510926,-15.5174842660539,-1.83182211738273,2,5330.67706957447
DOK2,1.8012286713431,1.73764043680096,0,16889.392196715,2.14545153795279,0,16389.3170222528,-0.130588541165412,-1.5633734900598,0,1283.54577493172,-0.822305388392694,-1.83171236928365,1,656.087969067457
ANKRD27,1.08016352352326,-0.37833487285411,0,3116.69363247883,-0.160115496745007,0,5611.26520826721,-0.93380311813604,0.346314260858661,0,9118.92056309722,-0.956276047989207,-1.83127736198061,0,1093.75883945618
ATAT1,-0.313172600410148,1.11957640994622,0,9354.43335307953,0.300672970725988,0,6875.05696922489,0.341078592864013,2.46231339923253,0,16707.5923713684,1.02389345282765,-1.83052849400804,0,2306.21113583791
DDX49,-7.81439693656095,1.68177776519119,0,15125.1950275136,-1.20381130445761,1,6549.78318261382,-11.5519918764341,1.31541830982428,0,15335.1118450061,-12.8575690264778,-1.83046569379961,0,3043.48321987585
C2orf82,0.575123348744257,-0.726296507710914,0,3845.33812330528,-0.18730202696018,1,5134.34097081613,-0.106387242005811,-0.854178511625066,0,1759.30479429818,-0.359877208586166,-1.82972399262844,1,4701.34227114421
TMEM177,0.578446716091978,1.42687257253636,0,16080.714663263,-0.905790220133161,0,3530.26889952437,0.202573609608907,-1.4952274146964,0,1764.87844866953,-0.863890423709299,-1.8286291272894,1,3933.68589573299
TIMM9,-10.2433669186785,-2.43286875006059,1,2620.8770206518,-1.26433911769355,1,6436.13396789859,-6.05501006979956,-1.0054284914113,0,4549.36074145906,-8.90950149919685,-1.82826507826527,2,2548.73182549277
C16orf52,1.11463760071749,0.607386602670581,0,12354.2344225173,0.2032321858064,0,7255.26594350834,-9.55833999612237,-1.49496821152395,1,6185.42186588693,-10.3569157839167,-1.82561340848075,1,3133.8976205776
DHX15,-13.3847040179268,-1.68142074815009,1,4887.31959442508,1.15272733700833,1,15012.4644109307,-15.55049277933,0.868046648037727,0,12190.8059203011,-14.9782656427204,-1.82464439786994,2,3253.25067293487
LPHN1,0.158215154814457,0.416603723985675,0,9345.96558325115,0.795044083474243,0,14033.769036427,-0.994918773873132,-0.305570857381099,0,5283.11788889592,-1.69011149682641,-1.82414914555704,0,1989.59237023311
DUS2,-1.99690483096925,0.958284864614566,0,12325.3076497734,0.989444732636019,0,14842.3980772591,-7.49039782647525,1.50685522415401,0,16884.5773845103,-6.77496419317317,-1.82330235242868,0,2253.37861563054
NDUFA5,-0.0389088684755446,-1.41919982726602,1,3788.86205714947,-1.54942592622945,0,3318.55441462957,-10.0911834073534,-8.80571572017012,4,44.8743821735068,-9.39759665681812,-1.82250588181837,0,3522.82915842545
CCL26,-0.279945101878673,0.82028467453864,0,12687.8361080737,1.04916416533927,0,14876.5411032373,0.11150598302004,-4.05115653276558,3,365.922473053382,-1.9844525690471,-1.82201234926265,1,2868.79425942794
CXorf57,0.556274546154792,0.74728179239435,0,14063.0538623701,1.49629532873159,0,14070.1280729457,0.084225887837614,-1.05205035787873,0,1982.68912848743,-0.549844569982528,-1.82096044868506,0,1181.98625732345
FYTTD1,-0.472623273654418,0.437819382680362,0,6007.19829314243,0.899740900709715,0,8936.57952951841,-0.65429465794834,0.19863818629604,0,8290.50873438986,0.378829075562421,-1.8207533168169,1,1515.48924847211
NIPAL4,-0.186139093925514,1.1953082969615,0,15002.6450317642,-0.198700786688257,0,6161.18260602909,-0.970955524542621,-0.819023569112619,0,7859.84331967264,-0.62575653734614,-1.81939563660073,0,4121.96727595726
CD82,0.286643166014763,-0.102641112335609,0,7577.16692625202,0.489944124536724,0,10453.4791580795,1.52279996048299,-0.104341520794904,0,4940.38944789835,2.63053925878414,-1.81920267609624,0,1386.89504477326
PRAME,1.22255058600374,0.239812339988815,0,9030.38672513409,-0.520629997588624,0,4296.65243955358,-6.35015076773136,0.784594304607925,0,10829.974885306,-5.47282017630545,-1.8181040587188,0,4237.68790520812
SLC30A10,-0.059105989145288,0.5844322093152,0,11990.1829155668,0.205541938217277,0,4971.69985655664,0.430864342309722,0.209117081987975,0,6207.03670340749,1.50430891420089,-1.81778602742996,0,1315.03330521361
LRP10,-1.3342347761113,1.0471671996775,0,12309.1409087227,0.609697360123051,0,12368.0732849035,-4.63725705587897,-2.25603418961074,1,4129.18030161093,-5.308814485299,-1.81738900038878,0,6316.0338707585
DNPH1,-0.635616762916453,0.941093855482474,0,11562.8267405906,-0.314506373286907,0,4723.63508008439,0.495907386007184,0.832021222147261,0,12138.8479607967,0.973039662858538,-1.8173637166631,1,3783.9072903311
MRPS6,-6.13253942883019,-2.28114437318407,1,1621.49455125743,-3.11007701227129,2,649.387715336606,-7.97384279732011,-3.96921753062631,3,377.934574307758,-8.77434991741047,-1.81689314627015,0,3603.44792673517
CTU1,-7.88612046311831,-0.901558476436078,1,3516.95520318715,-3.65048667296581,2,452.059367773065,-9.01586470213538,0.876567507140317,0,13412.0458527972,-9.66312200954983,-1.81671432839492,0,4491.60674172325
TCHH,3.31806731671935,1.42190606154119,0,15239.1562896484,-0.110206216659207,0,9042.95597328666,-0.0926257573123601,1.66205990417061,0,11508.4159122557,-0.335495709564085,-1.81520903344289,1,5637.2691895362
RTEL1,-10.2206353661153,-2.19418764878605,2,1901.43635063239,-3.99448537864418,2,838.253252309269,-14.8147240192236,4.67710589333203,0,18524.2309432483,-13.4663135022726,-1.81378131276255,3,1418.85496929101
CNNM2,0.58417892562913,-0.243849975364585,0,7178.06057491919,0.114164089984226,0,6567.56593082749,1.46301045419999,-2.05568276087435,0,719.174601976228,0.745866271142565,-1.81375777153572,0,1786.19200250533
CNTFR,-0.164291108059642,-0.130559266169813,0,9231.56820738518,-0.0341307517001165,0,8141.03566001606,-1.68698567458848,1.2525414550808,0,15902.0100493594,-0.688191806550574,-1.81359200626038,0,2995.13310404424
CD44,0.281207477455363,0.0345763756690264,0,8773.27974784782,-0.710409524999175,0,5419.96359574864,-5.37948647099028,0.933300589700992,0,9805.56671052504,-4.03960549446789,-1.81241932205707,1,3062.32817872612
IL1B,-0.543933780350194,0.0543952821958655,0,3690.33041275704,-1.38921983916982,0,2282.02037021556,0.0332878686109465,-1.82728701489612,1,2657.27865200544,-1.50691933711273,-1.81165880018331,0,2257.84586032851
DOT1L,-1.86867739674603,-1.53597360782231,0,1370.86221143904,-2.05617160727353,0,632.634015981465,-3.86449946189816,-2.82674588975677,1,1976.66130946675,-3.58342291465483,-1.81157678595944,1,2548.16233305161
SBK2,0.404152753215862,0.741571563580247,0,11257.5121912355,-0.471576350049022,1,4237.64375387458,-2.76064781157739,0.589976901867283,0,14345.7031461759,-2.10329873989754,-1.81095086372628,1,3430.88732046447
MAP2K7,-1.84689586259407,3.4832842112281,0,15399.2669892912,0.320787092888009,0,6880.15900479823,-5.80851246942621,-0.145171767782735,1,9474.13693906185,-5.50040356009216,-1.81052791697345,2,4833.50981215889
FAM96A,-2.30730306001893,3.97356350492306,0,14383.8772368702,0.545133673977532,1,10005.6215258992,-1.088153721067,-0.185034971570757,0,10265.1858011024,-0.529877712365826,-1.8104684608043,0,934.1351760053
NDUFS8,-1.16712947083894,-5.49749029639026,3,92.2033937357656,-4.23852086083114,3,208.258800147129,-7.66100184301841,-7.90698864987307,4,76.7642194438014,-6.71799811262103,-1.80998590104358,0,1895.66213446767
ZFX,-8.73641593419788,0.253185465189343,0,9959.45177687245,-1.07165039416958,0,3546.33484265704,-6.46287793241217,1.32368707451957,0,14576.9530223627,-8.10877981390116,-1.80974894859347,0,2292.35349354527
KDELR3,-4.17710895868755,3.54952026162825,0,17105.7716524236,1.36334113609825,0,15435.5543531534,-1.1501003698472,-0.412012103040189,0,8598.91738145865,-1.92596623917925,-1.80958669999075,1,1155.65171517887
TCN1,-0.7513140644396,3.55363833344194,0,15214.838654234,0.0449463466876752,1,11785.180781815,0.77610228401714,-1.61206475923213,1,3027.2962919949,1.34058183072643,-1.80879276346543,0,1039.44467394099
RNF165,0.796973346946053,-0.9675615065509,1,3950.75516107228,1.26847669176973,0,13485.1154921452,-0.952020537626469,-0.75841453274922,0,5353.70951073937,-1.07664886661314,-1.808053991464,1,2437.37644249434
DAPL1,0.49320982282575,-0.305166491570752,1,4850.31852431725,-1.92333235240294,1,5287.31264451575,-0.0414308227273756,0.423474597109429,0,10219.6017182855,-0.618517319386312,-1.80583865364811,0,1344.61809234938
IFNLR1,0.449730107629477,-1.90885123512942,2,1773.18798565002,-1.88535731528346,1,2078.40131563931,-7.10920896653384,3.54701699471657,0,18225.1551352183,-7.70724969577542,-1.80501068955073,0,2306.75043450963
DUOX1,-0.42809996488708,2.63285002913343,0,16427.6301560241,0.875017421186405,0,11634.3891579402,-0.135016335005131,0.646227811541063,0,10433.6926546994,-0.440980856135941,-1.80499198600889,1,1630.67907820856
LARP7,-2.54619860584662,-1.08360092744651,1,3554.55794361323,-2.17281304139169,1,2640.82675896628,-2.47282563967339,-0.0286187524940578,0,10596.7245841036,-2.86793725173367,-1.80467445741808,0,2702.19388354495
TAS1R3,0.225957619660859,0.582393607999296,0,10130.6190171367,0.896517104558953,0,12057.1311655963,0.393471412626707,0.16536912587301,0,6922.52878238233,0.323962817624215,-1.80332548268796,1,2330.48048690797
BIRC5,-11.5781910143345,-1.46819536088839,1,4610.75234860556,0.0933921613364174,1,7830.3019820931,-13.9874845282984,-0.777457120325971,1,6399.46602602287,-13.3361637912244,-1.80144709557766,1,4881.95618018917
CPNE1,0.174932466391674,-2.04753619244464,2,2291.70126600647,-0.68837103910349,1,5132.20947819849,-8.08225437613896,-2.52685750433062,1,555.949359637434,-7.56952817976644,-1.80132936906156,3,942.512331687417
SERPINA6,1.69045200575622,0.816557078093379,0,13171.0360943756,-0.0640223679345883,0,6782.38778963429,-1.16040850152218,-1.50483067920128,1,2813.20666758368,-1.02446722639036,-1.80127473881146,0,1093.10688733302
SMIM8,1.02624002390105,1.06560055976792,0,13116.4271990159,0.812525484996022,0,13455.6441368569,-13.1193515844214,-3.62878512070096,1,660.583475453796,-13.0261153303507,-1.80126083510151,0,1925.25623620073
CD6,2.04432539266146,0.989003278307529,0,13879.5170260304,1.13190996467801,0,11901.742014121,-0.732933329838704,0.11723408623374,0,9922.74740715867,-0.514922162025994,-1.80084930290704,0,2702.65625355402
C11orf45,0.848231684790028,1.56736970488706,0,16311.7604922211,0.350060424954783,0,8412.10189484111,-2.4917064953361,-3.08298323500405,2,3402.38063848397,-2.65398686955007,-1.80061032138242,2,4887.03941801751
ITGA6,0.760350972031315,-1.88549169278383,2,1134.25659975503,-1.82799380039601,1,1951.29605358377,-0.973857344978882,-2.34294429236614,2,544.339762161897,-1.08037134346377,-1.8003301892593,0,1248.81044806538
DCAF4,0.700973729094153,-2.90145400840915,1,1664.23464708573,1.379295247985,0,14457.3495055068,-2.04912248187852,-1.65097784523315,1,2515.10856720865,-2.62939884393468,-1.80020464369388,0,3685.2934242851
SEC11A,-0.834768073533287,1.7490713293333,0,14500.6561699095,-0.307898199188727,1,4748.77325092272,-4.59628109612486,0.55310505685199,1,13744.0180118295,-3.95303127887937,-1.80018739406854,1,3179.89460906207
HPCA,-1.62346830357908,0.241681096277167,0,8999.01948280973,0.807152107011295,0,14107.7878687685,1.07917391837274,-0.393530869305857,0,7442.73920784852,1.42215982338821,-1.80008611765806,0,2226.8528605142
BTG2,0.84136280907442,0.927946359955334,0,14475.34566419,-0.261674813139155,0,8040.93027774345,-0.457565508758842,-3.25972165257137,1,382.108153545124,-0.909772827907765,-1.79903323826021,0,2273.33821861985
ARID4A,1.01131083880048,1.18388523233342,0,15142.88789974,-0.335855855108238,0,8579.80028027401,2.24521820172144,-0.129108330615816,0,8589.88522815351,2.32797352209246,-1.79830681264119,0,1871.86086335311
CRKL,-1.93568947511346,-2.21562242226693,2,2754.08354786377,-4.6134546477649,2,757.873011728009,-8.67084266060789,-0.974783082217547,1,6280.01537306743,-8.66534405203121,-1.7976722572531,0,2414.34112110309
ACTR3B,-0.101688019608743,4.18944166965957,0,15072.4128879856,-0.894400092252154,0,4858.40419333451,-0.207314020373506,0.227887116705699,0,8556.01137441449,1.01270950942792,-1.79583996159777,2,1772.18849343574
KRTAP1-4,-0.37254018844958,0.219373026725739,0,8836.9913817879,0.398229869250545,0,11906.4958031496,-0.0447278448743152,1.8967174025736,0,17769.1397896086,0.93211674277258,-1.79580951438018,0,2837.88854994741
CPOX,-4.87145556427757,-0.812157259349476,1,5939.57781392128,-2.02302776556796,1,1226.77539928302,-3.57268612089453,-1.11788875067209,0,4327.1753783241,-4.33982958583526,-1.79520675398712,0,1211.57218123705
C17orf66,-0.087121650753309,1.63513541247229,0,13846.7569380548,1.32964968602705,0,12563.3574979933,0.749610294391203,-0.325082578662823,0,5430.55875254809,0.923865074124243,-1.7946960420154,0,2064.03309168145
ARMC8,-0.59905124927928,-1.07043691310505,1,5121.24361880606,-2.13537938076864,1,2168.73485316044,-4.6752521944783,0.90024862153028,0,10574.3869825112,-4.20738902635149,-1.7946752493707,0,2344.51958364945
WAS,1.42042263034677,-0.149603057596607,0,4812.82278916594,0.867363178011644,0,12724.9223668869,-1.43249412461088,-1.23620329052889,0,1642.61493984238,-2.3415965176511,-1.79235707656262,0,5657.24850718293
ALG14,-9.58275364259844,1.61458389165951,1,10049.8827549699,1.92535979115173,1,14620.9740901476,-0.34160455583731,0.239434905985213,0,8958.93908918482,-0.614918069933354,-1.79208230502831,0,896.258467033681
KIAA0753,1.66210826109658,0.478081298557453,0,10280.541699692,0.547817529967657,0,11085.6875920396,-3.46178326308544,-0.585517386389769,1,10160.7749925207,-3.03213238544537,-1.79202430741311,1,3169.2462712579
SUGT1,-2.78216047852141,1.11806559395272,1,11947.607544625,3.98747953730245,0,17306.6843191097,-20.5190797104424,-7.60095140109282,4,140.292246660431,-21.4343420108571,-1.7906738674127,3,804.790457143308
C11orf87,0.751006746181212,1.86979728368894,0,13351.4799318816,0.267095349542753,0,4981.69403199353,0.0385037654978495,0.814484669035084,0,10862.1576109488,-0.331919880988129,-1.79015897334248,0,2650.26619393143
MCAT,0.926865039932334,-0.96595009652657,0,2566.02779365987,-4.64869056153184,2,116.697198358359,-0.293705536174877,-2.2204936241895,0,801.296149382672,-1.83986632275277,-1.7897359182926,0,1665.81848241442
COPA,-6.0092381347738,-3.81547931879636,1,1013.68460599385,-5.44854329907944,3,330.578983581708,-13.1841518825318,-4.71655537553161,3,442.350833567391,-13.9433136146135,-1.78907178772781,1,3520.95098326128
POLG2,-7.18500698250968,-1.2501082002429,1,4431.02790984443,-2.7214285900357,2,1267.38536622112,-12.3966116167535,-8.73087086645373,5,69.2557198766469,-16.8085805047544,-1.78885398206794,0,1804.00211732568
MYO9B,-4.12564242196186,-0.640550149775723,0,7125.17528460944,1.03103927204184,0,12976.9146398416,-8.11750501143155,-0.620659706705285,1,5031.21206657232,-8.01821414416691,-1.78803980684524,0,1550.07571673132
RNF103,1.42756852675397,-1.61369745266531,1,1809.69070343519,1.06687345024918,0,6672.94180989781,-0.457701111239248,-1.77522755714803,1,2098.10069088347,-1.23739561280801,-1.78767046181236,1,3826.70520534596
FHIT,0.820067706303749,1.41413505581757,0,15303.0861713446,2.27421450566648,0,16959.3571115852,0.398769321296381,-0.324541338720872,1,5970.91299892402,-0.39425551900028,-1.78721504322301,0,3884.81583360968
POMGNT2,0.706331686246127,-0.176286213996633,0,7487.03119138544,-0.411192611395647,0,4596.57040142911,-5.10839777997426,0.517502013120123,1,9865.51555471276,-4.4964226912847,-1.78693453455182,1,1909.443709234
NCAPD3,-6.41960263026545,-1.32709740506675,1,3985.73358777997,-0.44400985808141,1,8112.50406181485,-15.6336535488297,-1.57290936702992,0,2948.92976364585,-16.730160813212,-1.78472835647642,0,4297.65216015147
MACF1,-0.169198542420658,0.739321130871261,0,12785.4864679624,0.416318116569375,0,11763.4655791114,1.38944938601032,-0.419786645625864,0,2486.78817044564,1.36891273934618,-1.78080439193105,0,1173.13021973408
CXorf48,0.576849776088261,0.629916742131645,0,13318.3499579306,-0.691071087827757,0,6009.6343912483,-1.69221328702135,1.07623088464613,1,14231.4939530012,-1.30947931895246,-1.78039052252986,0,2365.84551019426
ZFYVE9,0.340949700386502,-1.63961084030226,1,4829.5975564965,1.04995228523432,0,13112.5978769226,-1.37042592745053,1.32113240277547,0,10366.827317939,-1.22245998698464,-1.78024722771185,1,1823.65693571016
RAB37,0.458276847226326,1.29760992358064,0,14712.9467194628,1.47942235299406,0,15463.8638623777,-4.21579622541417,-0.745942494993742,1,4338.99993114469,-3.67322414600122,-1.7797563709042,1,1764.32078020266
NDOR1,-10.4724697557418,-1.80823740511202,1,3514.35558692144,-2.01662650272143,1,4094.78623503038,-15.0004987185364,2.11349432538379,1,15951.5733361882,-21.7347313417311,-1.77832437361331,2,3333.61683306991
UGGT1,2.32657767151306,-0.782444857326456,0,2848.34425216812,-0.559020899408105,0,4725.09160185598,-4.27796518416345,-0.149990261443476,0,9718.91922252441,-4.96816072136429,-1.77820397842874,2,6005.76175287399
ALK,0.728841238219077,1.45698948180174,0,13831.0468981209,1.61786674001159,0,16132.4298625024,-1.70328222905839,-0.770052624919865,0,3827.81573477365,-2.39284361795777,-1.77705774908216,0,4335.58357616521
ZNF740,1.40328405083139,-1.56835839066865,0,1255.54225208912,-1.29471286483345,1,4658.22822486639,-4.61544319958644,-0.715401203787467,0,5296.3426662999,-4.93336902639697,-1.77697168753327,1,1281.57127188367
NTRK1,0.892790673743098,-0.113415009721558,0,7148.02430632645,1.26914611255049,0,13814.5203688187,-2.75380712669536,0.133675226635215,0,10080.9509445115,-3.18396055723397,-1.77650836186538,0,2403.80383431955
FBXW4,-0.168018439236055,0.835029703987125,0,11747.1903018306,0.803857901920904,0,13240.7579599213,-7.13588724778347,-0.882948311372622,0,3902.28150354155,-5.47524467068866,-1.77619271693622,0,1198.93070022579
MMACHC,-0.26508607518225,1.84643628990429,0,15245.9326315274,-0.667112734730701,0,2997.48443234048,1.05943401022168,0.00628308046658504,0,5535.81834854193,1.29441945468849,-1.77579010182455,0,1836.72799877462
ARHGAP39,0.115045818551672,-0.250171024355796,0,4996.26277930559,-0.711225062466663,0,3441.22339418531,1.08466750113535,2.06591704189394,0,16806.0495567518,2.03468614627783,-1.77576518029562,0,2921.98838329603
VSIG10L,0.866183978911645,-0.852283902657165,0,3187.42240564052,-0.472722312089197,0,3369.25110603262,0.163295777857872,-1.18096104629489,0,2937.00494447965,0.338297164610072,-1.77557198419069,0,5600.10149660855
CLIC2,1.95442874026075,-0.983503319195881,0,2558.97140602649,-0.0857737590958557,0,6435.53733010003,1.02810811314357,-1.02353258980612,0,3394.37944617007,1.85267898022697,-1.77376003613734,0,1118.67772844412
FAM166A,-0.755092885496903,-1.47371517680246,1,2236.8764350642,-1.86454554411798,1,1912.21642683517,-0.575533466290385,0.16387333876391,0,6570.50559619391,0.0381663859564561,-1.77280776240246,0,3808.13792283186
LYRM1,0.862723417825623,-0.061160771508629,1,8544.63506962533,-0.0724473428090292,0,9634.65789777016,-1.4621197045336,-1.70722087976629,0,1513.50612953548,-1.8192161976231,-1.7713446173041,0,3388.84245091747
SLC35C1,0.894232785191529,1.40878485808009,0,14354.5241545648,0.535101389508982,0,8327.24110234349,-2.23744860662618,-1.11482850920565,0,4226.32916481438,-3.23736014658456,-1.76926091175968,0,2701.98352317541
GNG3,-0.392635233282966,1.03886262320324,0,14575.6343879603,0.727744212020507,0,12719.2445873723,-4.99331969047461,0.395454999704622,0,12283.8230128697,-7.160855694004,-1.76758512825172,0,2050.07651223452
SLC39A5,-0.30677590303985,-0.436930924841418,0,7282.26687974345,0.413582362016381,0,10923.6548869584,0.619356875672042,-2.49917241210564,1,561.478300746765,0.645852507110153,-1.76719339314615,0,2717.13764597732
POLQ,0.994061015498299,-1.50283322774433,0,2198.88679438588,-0.785248293489677,0,3500.33012924131,-0.40243613790469,-0.460705492109938,0,4474.42024622383,-0.570605978454516,-1.76719074608903,0,922.347904900096
PBDC1,-0.416073455790415,0.58181812429027,0,10994.3956711611,0.272641663491253,0,11265.3553981258,-0.899254093303006,0.245255364560264,0,11462.8753375864,-0.0711532437751893,-1.76717254410186,0,2430.90559144431
SHF,0.00638837147000441,-0.328627663224844,0,7932.66101789026,-0.275913129312972,0,8323.30379532229,-3.6764272644388,-0.660701694721755,1,9331.53592420734,-2.06522279663237,-1.76716426667465,1,3720.19055475491
MMAA,-1.40824020908579,-0.0600307792088416,1,10302.8005519324,1.94801191753381,0,15940.0005017745,-2.98431351602135,0.343305255729929,0,12552.7778730314,-3.78351332407149,-1.76593606006625,0,5675.88510073282
C20orf144,1.39289162850213,0.709824866064621,0,12122.3650753833,0.857856856520166,0,13133.9346272391,2.32295139719852,1.18385713948415,0,12905.3989651545,2.25083347267239,-1.76513972742967,0,5021.15911711113
RGS22,0.0951318834573927,-0.247771754816366,0,7543.96898938877,0.578784339498495,0,12968.7871052482,0.582784012355324,-1.02424200036897,0,2411.68789156986,0.757213164243305,-1.76422403665421,0,1325.53391844289
MRPL21,-10.8060320738558,-2.96622709366223,2,1075.02122590142,-2.08309536215824,1,3636.53484421771,-7.53353623121212,-1.86304523826529,1,2687.8710003662,-9.18147423940349,-1.76383135413929,0,2983.92924923353
LPA,0.980268818576704,2.38501520181464,0,9972.04947426391,2.81015959606652,0,16292.0221513179,0.845484604751371,1.05364190703767,0,15939.2194280834,0.983816815379206,-1.76381184940377,0,1323.25117707971
TMEM99,0.375993831161942,0.514620048099203,0,9248.3288092809,0.34699356706988,1,9965.21587854455,-0.160645284808642,-1.97488951561439,0,1303.28143004184,0.229534514815233,-1.7632026437189,1,3017.10227875343
CCDC106,-0.159660693662687,-0.00513850708129606,0,4341.3129343708,-2.34839770298377,1,1322.30632155279,-0.748467688485291,-1.34505913517948,1,4730.14177573125,-1.194237226215,-1.76239274245772,0,4205.19061422815
BNIP2,-1.04385934086583,1.91559259916021,0,9114.40370394536,-1.3425720486457,1,5560.21697961084,-2.72521584913911,-0.831349668234571,0,6201.14708202101,-0.776094557464617,-1.761606511418,0,1066.03110084829
HBP1,0.420532655715383,0.81282104619809,0,5198.56026327233,0.940646582147112,0,11416.5748464788,-0.907885839327335,-1.8006840837829,1,1721.09426604605,-0.901009055487144,-1.7610085799327,2,1780.31626960264
NEDD9,0.743990321848505,-0.78205851068071,1,5933.79399407904,-1.09197309930945,0,1213.60808340142,0.51727375452162,-0.973421748360408,0,4250.04587872042,0.238546870572712,-1.76067295934025,0,2430.27557262468
RNF39,-0.847845214804425,3.68654032370139,0,16357.5086671886,-1.19294152059738,1,6700.49240488886,-4.25828499899717,-2.68513448468971,1,1561.62338567533,-4.85512910889557,-1.76042597752331,1,3878.90681410665
PDGFRA,-1.18330460539692,-0.260889605250273,0,6884.27453589,0.191821339655224,0,10234.3631778051,-6.44693772800103,-0.430100289824513,1,9422.67481982643,-8.62184989978607,-1.75967271592427,0,4668.99300873253
GLCCI1,0.54164360535745,0.00991242549376669,0,8973.82337518143,1.16003405284864,0,14786.2275404124,-2.83234327974323,-2.77662129718719,1,1120.58552345465,-3.44536309843756,-1.75944309017772,0,2887.61394971438
C8orf33,-0.197672011849904,0.34007419186576,0,5546.25519734284,-0.965183699298174,0,4156.3134938751,3.09394993342337,-0.630374867355545,1,7169.07466880324,1.81126419475578,-1.75917617734046,1,5316.11097942344
GXYLT1,-2.17479941018832,1.12371283206323,0,11108.8582995523,1.68075662789516,1,9424.71160330241,-5.12706471127518,0.613038692048086,1,11021.7570823278,-3.33891300033725,-1.75803319107246,1,6652.06028276851
PAFAH1B2,-0.811294051745258,-0.380203247984434,0,8193.16783041245,0.0492508108695882,0,10570.7968099162,-0.214081296545217,0.509365314757361,0,6934.53482995272,-0.493749160975621,-1.75732028081846,0,1115.00058530538
SEL1L3,0.674496880195782,-0.206333443720203,0,8173.41068688155,1.65816273972329,0,12285.7984919553,3.37870284533892,0.895128907852544,0,12279.4332260067,3.0511229612798,-1.75668637511124,0,4609.87261270769
C1orf53,0.419810014540125,0.439554234613393,0,8804.4502185972,1.40634471338969,0,14922.905759354,-0.886728452957272,1.63992949700554,0,12083.1483129269,-1.0718808397678,-1.75561139381548,1,2110.70935621947
PRR25,-0.650378266057848,-0.176225208207163,0,6959.96871889429,0.534346566833073,0,8169.61081185154,-2.74501381769609,-0.362466303926251,0,8456.55753405579,-2.56007051267117,-1.75532601065341,1,2061.87582459255
RPL10A,-8.59406745100112,-1.75566225610027,1,3243.73019520506,-0.440476622925852,1,10673.4464366122,-24.2700750890003,-1.85435246147559,3,478.923716973568,-22.9840020106286,-1.75480078820549,1,2071.8523961529
ETV5,1.81970313957453,-0.395552605469791,0,3379.06689264564,-0.268100499889754,0,5543.54469608748,-0.746797297516241,-1.67401609501579,1,2888.80967271086,-1.06241469129347,-1.75426502593733,1,5126.18431808648
MED12,-5.72997914053171,-4.84314501993165,4,158.328962637122,-4.78474638818226,3,223.579695215123,-15.7433731438041,-1.39650664588901,1,4395.05602760076,-15.6990284512046,-1.75379556295402,2,1759.61552207622
SNAP23,-12.4138297489265,-5.56199972567771,2,1392.7701532373,-3.67457507218164,2,1860.25193430998,-11.5720047832246,0.92560918889829,0,14314.7025869817,-11.3875240194572,-1.75304415642577,0,4363.3298359173
CACNA2D2,-0.247984349816091,1.10048305720073,0,11113.1318110946,-1.47124898693493,1,1426.41392291983,-2.0173761354942,0.58603252995934,1,6549.86408008068,-1.76941604121184,-1.7515706491162,0,4661.25505009326
TAS1R1,1.38050787596364,-0.827607031565351,0,3181.59448398826,-0.384736247553237,0,5836.21960445269,-3.40970782328486,-2.64574734871048,1,760.506592071208,-3.71862866190208,-1.75003097677815,1,4198.04572096487
