GeneID,CRISPRn Viability Z-score,CRISPRn Olaparib Effect Z-score,CRISPRn Olaparib sgRNA Z-count
ADAMTS16,1.16931549762183,0.0981477681083533,0
ADAMTS17,1.3145193603669,0.800768209119922,0
ADAMTS18,0.149570469388607,0.535029918002608,1
ADAMTS19,0.301367122959837,0.947499601100969,0
ADAMTS2,-0.552533324919705,0.823205208869406,0
ADAMTS20,0.829043137218735,0.88282773494576,0
ADAMTS3,-0.699660950054474,1.36658998533542,0
ADAMTS4,-0.406607318621029,-0.315677030102118,0
ADAMTS5,1.21795936311773,-0.101091964182863,0
ADAMTS6,0.533822607904226,-0.19565033859401,0
ADAMTS7,0.85751661031559,0.546544425278553,0
ADAMTS8,0.702159781440429,0.278093186106929,0
ADAMTS9,1.01771862812658,1.24175758383448,0
ADAMTSL1,1.1313343824142,0.515440935477225,0
ADAMTSL2,0.785776825013896,-0.243357537876376,0
ADAMTSL3,1.84244034938608,0.139864992159419,0
ADAMTSL4,-2.06965348561777,0.24637188950897,0
ADAMTSL5,0.128551581195068,-0.852162773143251,0
ADAP1,0.634028302666407,0.248252586080652,0
ADAP2,-0.46599600854205,1.06296388715525,0
ADAR,-0.877628805905753,0.0204036800537267,0
ADARB1,0.043059183807995,1.76831685270035,0
ADARB2,1.19634666155057,1.30752812615095,0
ADAT1,-1.44406221013834,0.813473510053044,0
ADAT2,-8.54913974015981,1.34345676414516,0
ADAT3,-10.8314086631006,2.44936934411972,0
ADCK1,0.177362846753411,1.54645254698645,0
ADCK2,0.564058769504976,-0.239160964946441,0
ADCK5,-1.49653280790136,0.736430728574638,0
ADCY1,1.16522171225698,-0.145706916470777,0
ADCY10,-0.32612831515009,0.981793152808867,0
ADCY2,-0.774769006723206,0.5710209837517,0
ADCY3,-0.334536004207853,0.398421488440407,0
ADCY4,-0.231450191082608,0.334009433758108,0
ADCY5,0.252390821466072,0.372299004973328,0
ADCY6,-0.559759732209985,0.2293177311103,0
ADCY7,-0.131324969642773,1.75486392912286,0
ADCY8,0.881096063071546,1.15681004829045,0
ADCY9,-0.0187872986399268,-0.0130765958093579,0
ADCYAP1,0.685988941294383,0.672265551786438,0
ADCYAP1R1,-0.649410519324788,0.429491816307167,0
ADD1,-1.80284819316406,0.482068815815996,0
ADD2,0.531234268667745,-0.440811266583799,0
ADD3,1.65449929054327,-1.34579770860152,1
ADH1A,-0.451944224042612,1.34476408477214,0
ADH1B,0.873864146925726,0.155631094885613,0
ADH4,0.74936121233823,0.483387092613077,0
ADH5,0.41189591642305,0.109088982498227,0
ADH6,-0.743250421200315,2.35016856869703,0
ADH7,2.3448091204323,-1.36307220365053,1
ADHFE1,-1.59859854017693,0.407504262968269,0
ADI1,-1.69374141274614,-1.1422222861316,0
ADIG,0.164281857061745,-0.0384428305258139,0
ADIPOQ,2.02920904510279,-1.85334834576925,1
ADIPOR1,-7.43566892596498,-1.52617404289692,0
ADIPOR2,0.994226536195818,-0.659136803854191,0
ADIRF,0.479310559651912,-1.42274744652857,1
ADK,-1.39560829563625,0.284191285132788,0
ADM,0.718645216863353,-0.651299650891719,0
ADM2,1.11102938925679,-0.0223359553862769,0
ADM5,-0.806477491598575,0.0205670688578445,0
ADNP,-1.88936575777458,1.68492008455568,0
ADNP2,-0.947429975627701,1.6359588072844,0
ADO,-0.0318531119572031,1.62014012783293,0
ADORA1,-0.423762539068766,-0.917509760536579,0
ADORA2A,-0.217218734797163,0.837328873332124,0
ADORA2B,1.15700732948383,0.672523003536282,0
ADORA3,-1.33955864182447,1.96388162323208,1
ADPGK,-0.292457753921235,-0.181706062517698,0
ADPRH,1.32231663249996,0.322641137008532,0
ADPRHL1,0.0827432366348923,-0.0660326820543608,0
ADPRHL2,0.28387702936202,0.323874231060252,0
ADPRM,-2.28599516121564,1.73513133062574,0
ADRA1A,0.813277260320113,-0.0049816469370969,0
ADRA1B,-2.00550759377747,1.57651578840731,0
ADRA1D,-0.622374913170371,0.683148468652923,0
ADRA2A,2.22236841793636,-0.345584009404666,0
ADRA2B,1.73259831525922,-0.316629043168846,0
ADRA2C,1.75750042262663,-0.580114484273101,0
ADRB1,0.442606550352799,0.345487127916266,0
ADRB2,-0.575424569087089,-0.0137984710989483,0
ADRB3,0.538644673782494,1.20520157392573,0
ADRM1,-1.0029750856302,1.27346413882967,0
ADSL,-1.9176231688112,-1.66883543604662,0
ADSS,-2.49751302730295,0.723522195362976,1
ADSSL1,0.149804618999807,-1.05331817472343,1
ADTRP,2.48331202135794,-0.180007592943481,0
AEBP1,0.0639503599789791,2.06730512393099,0
AEBP2,0.0738720253064447,1.27773780667375,0
AEN,0.0654659538009326,0.29021895522864,0
AES,1.8775917011776,-1.48424810034246,0
AFAP1,1.68496367857267,-0.535359563342477,0
AFAP1L1,0.273554601580211,-1.00798767297212,0
AFAP1L2,1.7542699499747,-1.35013179585329,0
AFF1,0.303666644307424,0.844613609460323,0
AFF2,1.61959033460885,-1.33865269252738,1
AFF3,0.230572355824075,1.42833160122893,0
AFF4,-0.0768729500401476,-1.1885168140179,0
AFG3L2,-7.77973168809196,-1.92079544884604,1
AFM,-2.06908341943835,2.56643150012499,0
AFMID,0.347600092968567,2.09281899133472,0
AFP,1.7192924858747,0.203419896916296,0
AFTPH,0.496653610990272,0.581934507320997,1
AGA,1.07815595250335,0.395153728646252,0
AGAP1,1.26041949175796,0.214806708679134,0
AGAP2,0.0160994037547774,-0.0139846503216276,0
AGAP3,2.71536873704797,-0.181617822067366,0
AGAP5,-0.610625158954914,0.587261330580608,0
AGAP6,-1.22964569985743,-2.63820773969691,1
AGBL1,0.58958719112532,0.808200788044369,0
AGBL2,0.947852082876224,0.610224540959186,0
AGBL3,-0.28388779238127,1.12767950931888,0
AGBL4,0.933264186912646,0.497892250006426,0
AGBL5,0.355471039153116,0.822414947363677,0
AGER,1.76179926786624,0.699320965787766,0
AGFG1,1.05293140507132,-1.25164496956853,0
AGFG2,2.62949724284405,-0.612477653598016,0
AGGF1,0.369077863646172,-0.405185624988364,1
AGK,0.235663010742021,-0.112500103040128,0
AGL,-2.60253251352972,-1.68900990733629,1
AGMAT,-0.690913024751049,0.140259392758074,0
AGMO,0.662041103357564,-0.431563152163498,0
AGO1,-1.30704325828505,1.37487740284899,0
AGO2,-5.05711045399387,-0.61926397556879,1
AGO3,-0.916590594971039,0.0927336830334053,0
AGO4,0.996120402975145,-0.104162210981593,0
AGPAT1,1.70767430895935,-1.08298031860703,0
AGPAT2,-0.648147270437509,-1.3145625412,0
AGPAT3,-0.992007860887101,0.588189065320408,0
AGPAT4,0.0330368323609769,0.701495475657582,0
AGPAT5,0.221571809975513,0.82708679657879,0
AGPS,2.0500868390024,-0.27005048792186,0
AGR2,1.15336208969592,0.254160047499,0
AGR3,-1.01821303096708,0.519444312327734,0
AGRN,0.513956222354129,0.0978906421993611,0
AGRP,0.196733142953479,0.358778203922764,0
AGT,0.144671750533506,0.856057514191838,0
AGTPBP1,1.05793930971876,-1.49369336522647,1
AGTR1,0.522447692694993,1.41054937959069,0
AGTR2,-0.977460377736909,-1.58423285204617,0
AGTRAP,1.51113547741807,-0.329072192927569,0
AGXT,0.877877246699912,1.21390758401019,0
AGXT2,3.45895781027421,0.44093251606332,0
AHCTF1,-2.65428778075588,-1.03590867095786,1
AHCY,-2.55936417006712,-2.61560595337436,1
AHCYL1,-1.45230937035194,-1.25568090826876,1
AHCYL2,0.409595702333629,-0.144791655733337,0
AHDC1,0.639740362548808,0.183165623575003,0
AHI1,-0.190340359284195,0.113778495294883,0
AHNAK,-0.390360673880743,1.2324704726283,0
AHNAK2,0.443847136272305,0.74799082356692,0
AHR,-2.78384031958577,1.09744698100214,0
AHRR,0.648318478459263,0.568194349440146,0
AHSA1,0.427475725173195,0.53128847068362,0
AHSA2,-1.4696030749925,0.668613867215607,0
AHSG,0.473905175953147,0.502863747309943,0
AHSP,-0.138196924944475,-0.230851182721732,0
AICDA,1.00170755083552,-0.432741882802016,0
AIDA,0.193423491217467,-1.28921933254288,1
AIF1,-0.190707767526718,0.383019088365764,0
AIF1L,0.371420130203547,-2.79718600464792,1
AIFM1,-11.3707512445034,-2.71546090551377,2
AIFM2,-0.315418682991942,1.9705677357736,0
AIFM3,0.6043857834898,0.0182468332784213,0
AIG1,0.967759145029255,0.557507958340611,0
AIM1,0.707872747951241,0.211642697813696,0
AIM2,1.31288197499659,-0.108464695109698,1
AIMP1,0.0234958949778375,0.23715304673937,0
AIMP2,-1.79019746344995,0.52331551131769,0
AIP,-1.142073324184,1.28387035438614,0
AIPL1,0.466960257836688,-0.804729709698901,0
AIRE,0.936958921773659,0.417621806839462,0
AJAP1,1.05829076924517,-0.18982263465242,0
AJUBA,2.50668095101932,0.15495127656102,1
AK1,-1.63437342283977,0.240822187807598,1
AK2,-3.02651260722932,-0.997592344385145,1
AK3,-2.42049085874023,-0.760980962721209,0
AK4,-1.06311619590253,1.63260331302743,0
AK5,1.47140859312057,-1.81609813314693,0
AK6,-10.765245936748,-0.64924747144991,0
AK7,1.52787370337618,0.490623576268486,0
AK8,-0.814836180405932,1.92205630010502,0
AK9,0.0803485962136734,1.65338058512799,1
AKAP1,0.153003914484295,-0.451094520493668,0
AKAP10,-1.20415199849553,0.223848001996685,0
AKAP11,0.294452053443378,-0.126491914217947,0
AKAP12,-0.191724715925048,0.881479305012719,0
AKAP13,1.78939257425244,0.125703684425869,0
AKAP14,1.04209954822287,-5.26404401619926,2
AKAP17A,-0.523763000533822,-0.746716396712965,0
AKAP2,0.959353120663733,-0.488261130492498,0
AKAP3,0.326639821022547,-0.553674281289499,0
AKAP4,1.23603859945745,0.550988762794867,0
AKAP5,0.845903770289039,0.518852145009298,0
AKAP6,0.619271972964284,0.0272365722557653,0
AKAP7,0.560564432065467,0.710932336749893,0
AKAP8,0.339388034734481,0.70724614502095,0
AKAP8L,-0.0683261452314654,0.356406794849043,0
AKAP9,-0.210680372367856,0.317302879007011,0
AKIP1,-0.886991062900092,1.89364902273287,0
AKIRIN1,-3.60762705360573,1.9946363640509,0
AKIRIN2,-2.5147242205123,-3.13010211621677,1
AKNA,-1.1546231974398,2.24577762381256,0
AKNAD1,0.565926995813995,0.283524277636427,0
AKR1A1,-0.101671331285322,0.379702509051236,0
AKR1B1,0.693045835194206,0.730780751443011,0
AKR1B10,1.66687124865833,0.988448170664701,0
AKR1B15,-3.44431359531862,-1.30865003664145,2
AKR1C1,0.142096513505544,0.743104399228546,0
AKR1C2,-0.372629831992221,-0.710376409847081,0
AKR1C3,-2.62105961592708,2.90341692162506,0
AKR1C4,1.02180577978567,-0.888608785854751,0
AKR1D1,-2.14868424275487,0.403894691074659,0
AKR1E2,-1.43929501301259,-1.456660980809,1
AKR7A2,1.46053243563362,0.742911562316798,0
AKR7A3,-0.75692708993546,-0.494504552053992,0
AKT1,-1.08636513266805,-0.785023955276011,0
AKT1S1,0.611737567898568,1.26319681240628,0
AKT2,-0.461144312904994,-1.16586034281487,0
AKT3,0.0442159479220619,0.434841362373045,0
AKTIP,-3.21463702779587,-3.85743632680527,2
ALAD,-2.11978109406935,-3.00041475059235,1
ALAS1,0.227433406311156,-1.69954164610772,2
ALAS2,0.681707901947554,1.11172744022381,0
ALB,1.53284155234615,-2.11673341207637,1
ALCAM,1.32361128735575,0.462713535125838,0
ALDH16A1,-0.570720253965736,-0.43989802183369,0
ALDH18A1,1.36693225863759,0.655844895159593,0
ALDH1A1,0.892395992767934,0.477379485060542,0
ALDH1A2,-1.17021403438337,0.0110521274667101,0
ALDH1A3,0.525091899962949,1.25819429780452,0
ALDH1B1,0.441423860020706,-0.304060091910168,0
ALDH1L1,0.627736803350545,-0.153140919599893,0
ALDH1L2,0.33997588006285,0.798274362805904,0
ALDH2,0.270188481116021,1.20425081516231,0
ALDH3A1,0.279812472361496,0.684365558455659,0
ALDH3A2,-0.723072406809009,-0.174221210141481,0
ALDH3B2,-0.70448921392309,1.52126278627802,0
ALDH4A1,-0.154387837341114,-0.0434866884777039,0
ALDH5A1,0.218932898953559,1.61432286691336,0
ALDH6A1,-1.23197404232304,2.25431078603723,0
ALDH7A1,-0.0583386000722913,-0.168715298283846,0
ALDH8A1,1.17054074075788,0.115607898333415,0
ALDH9A1,-0.109410488861036,1.80553542967182,0
ALDOA,-14.9967929303191,1.0479367286988,1
ALDOB,-1.03145984827157,-0.133935713598613,0
ALDOC,-0.987246935919408,0.633499410039394,0
ALG1,-14.1907615232017,0.934398518855898,1
ALG10,-3.23563689027188,1.54437752547704,0
ALG10B,-2.51972535952034,-0.795923120946171,0
ALG11,-9.71928104846353,0.01219051326202,0
ALG12,-0.970107808834736,0.33483786129928,0
ALG13,-11.6790788883973,1.78064326530186,2
ALG14,-9.66586041319909,0.114946024061852,1
ALG1L,-8.89886396388354,3.14331578444994,0
ALG2,-18.11828892513,-3.68552502221619,2
ALG3,0.682528950769337,-2.17397991878511,1
ALG5,-5.20195191490487,0.722512642398112,0
ALG6,-5.74812755238232,-3.02081157658417,1
ALG8,-5.12578668556077,-0.47410859746947,0
ALG9,1.3710192326137,0.00870731844419632,1
ALK,0.895635173039087,0.941621909422118,0
ALKBH1,-0.956169283908368,-0.488182243406767,0
ALKBH2,0.765374633424817,-0.410735454202264,1
ALKBH3,1.43388524735754,-0.164909896008369,0
ALKBH4,-0.120542707552131,-0.425154517783439,0
ALKBH5,0.323420763215681,-1.35829016280929,0
ALKBH6,-1.12189285336078,2.06856667737321,0
ALKBH7,0.282495897878545,-1.0382762892837,0
ALKBH8,-0.196547507123087,1.16149659622417,0
ALLC,0.111661963542076,0.0641640140951887,0
ALMS1,2.04125723958355,-1.84950897464609,1
ALOX12,0.67210309511023,-1.59144416344434,1
ALOX12B,-0.263439211009977,0.235588850905958,0
ALOX15,0.452341453015701,-0.59197190441944,0
ALOX15B,0.467665396812,-0.458532117559574,0
ALOX5,-1.60028492857232,1.88428088389014,0
ALOX5AP,0.128627701063591,0.440913155535718,0
ALOXE3,-0.778135203965056,-0.323025508535403,0
ALPI,-0.200733469483676,0.337954639293382,0
ALPK1,0.108418003046331,-0.0152048040459987,0
ALPK2,0.780170217922041,0.290478062162082,0
ALPK3,-0.0257232482903145,0.837518536048725,0
ALPL,-0.120639412506826,0.0195281406583746,1
ALPP,0.801279241616028,0.771208218664998,0
ALPPL2,-0.556173411260349,-0.192325345898115,0
ALS2,-0.116087460633058,-0.299830246279247,0
ALS2CL,-0.549180798924321,1.74555345741579,0
ALS2CR11,0.395513818427162,-1.30005760211316,0
