"Supplemental Table S0. Genome-wide Etoposide score (etoposide vs. vehicle controls) and essential score (vehicle control vs. day 0 replicates) at day 4 (early), day 12 (intermediate), and day 18 (late) using MAGeCK-RRA",,,,,,,,,,,,
Gene,Day4.Etop.Score,Day4.Etop.FDR,Day4.Ess.Score,Day4.Ess.FDR,Day12.Etop.Score,Day12.Etop.FDR,Day12.Ess.Score,Day12.Ess.FDR,Day18.Etop.Score,Day18.Etop.FDR,Day18.Ess.Score,Day18.Ess.FDR
ACSL6,0.547860747647455,1,-0.12861,0.999976,0.242300374912261,1,0.1494,0.988917,0.727021890926316,1,0.34659,0.721151
ACSM1,-0.122283199135023,1,0.038798,1,1.10093497340979,0.992134,0.0090087,1,0.789093186345626,1,-0.31312,1
ACSM2A,-0.726720868373423,0.990863,0.024545,1,-3.31306000954992,0.39291,0.82238,0.747858,-0.749019192903651,1,0.48725,0.785451
ACSM2B,0.784864954519739,1,-0.18229,0.999976,-1.34807296828736,0.953337,0.16277,1,-1.40441560550497,0.933154,0.20979,0.991254
ACSM3,-0.95272513261582,0.976843,0.25751,0.913062,-0.292949585064291,1,0.50713,0.866334,-1.05634228335063,0.971275,0.23799,0.960246
ACSM4,1.36961281020447,0.942312,0.0030322,1,0.442228211710764,1,-0.065193,1,-0.435132810495604,1,-0.23981,1
ACSM5,-1.2867279191261,0.949586,-0.024534,0.999976,-0.801562864674438,1,0.41091,0.733965,-0.445111254898281,1,0.34789,0.721151
ACSM6,0.638725577437794,1,0.017344,1,-1.56889367181885,0.940887,0.6309,0.787905,-1.38527147477571,0.934525,0.66448,0.702312
ACSS1,0.39298485561981,1,-0.090078,0.999976,-0.665244760130329,1,0.89427,0.722216,1.4250547809215,0.914304,0.13849,1
ACSS2,0.920854946667251,1,-0.11289,0.870118,-0.567624062460158,1,0.36821,0.943549,1.22820681072952,0.960285,-0.17414,1
ACSS3,-0.303765964974169,1,-0.069327,0.999976,-0.490582400540865,1,-0.18057,1,0.18520654886727,1,-0.44332,0.755544
ACTA1,1.32702519876657,0.959522,0.29875,0.616288,0.415849769376245,1,-1.2875,1,-2.57129840037695,0.584174,0.39212,0.569752
ACTA2,-0.0611401773239269,1,0.21523,0.972431,0.631806121733175,1,-0.36416,1,0.499900808084277,1,0.41668,0.911638
ACTB,0.801370400907981,1,-0.27995,0.999976,1.36692561815051,0.932966,-0.63699,0.40279,0.837465463450644,1,-0.87566,0.109027
ACTBL2,0.753796958162119,1,0.24812,0.838589,-0.578017875234744,1,-0.70263,0.969394,0.148876242255278,1,-0.27017,1
ACTC1,-0.569521812067956,1,0.010324,1,-1.35344924635966,0.953337,0.72098,0.782515,0.553587112361144,1,-0.017639,1
ACTG1,-0.764875735980538,0.990863,-0.048673,0.999976,-0.165051850382563,1,0.33056,0.994767,-0.662480840153025,1,0.54428,0.809613
ACTG2,-1.37127398390963,0.944459,-0.044297,0.999976,-0.958804766303191,0.995292,0.4801,0.580083,0.669971986483384,1,-0.070768,1
ACTL10,-0.172527335806083,1,-0.070569,0.999976,-0.877554743718044,1,0.46878,0.78693,0.699861221834288,1,0.10681,0.988704
ACTL6A,1.8028021725122,0.731857,-0.43337,0.443422,-0.538846765009157,1,-1.1017,0.383916,-0.204085240487041,1,-1.4385,0.004807
ACTL6B,-0.901425489974293,0.983944,0.0066276,1,-0.884589209866081,1,0.5784,0.722216,-0.278444927296682,1,0.24295,0.921827
ACTL7A,-0.666210261668802,0.993834,-0.0032908,0.999976,-0.694218848745018,1,0.11148,0.959315,0.69888315412437,1,-0.017354,1
ACTL7B,-1.95860731484178,0.869953,0.075471,1,-0.181879722748896,1,0.034369,1,0.465504297164461,1,-0.10863,1
ACTL8,0.912467024265906,1,0.11802,0.931275,-1.11889507100445,0.975174,0.40325,0.917786,0.571363140731391,1,0.29596,0.729575
ACTL9,-1.72340034644236,0.916439,-0.22368,0.999976,-1.22330607852184,0.954909,-0.40563,1,-0.794524963259109,1,-0.19442,1
ACTN1,0.24251287003224,1,0.17562,0.917441,1.03893978129735,0.998139,-0.6943,1,-1.50028543125888,0.915607,0.27939,0.946035
ACTN2,0.174210499307161,1,-0.0013913,0.999976,1.30842346444722,0.943071,-0.62706,0.970886,-0.580672203003242,1,0.083738,1
ACTN3,-0.638121131297211,0.998435,0.089286,1,1.31065561721828,0.942781,-0.0025951,1,-1.08107367558463,0.971275,0.19583,0.971
ACTN4,0.842150519547098,1,-0.13809,0.999976,-0.143893702145798,1,0.29879,0.955026,0.919481739472882,1,0.17827,0.995423
ACTR10,1.47661776508822,0.89646,-0.96311,0.029118,1.43273830764613,0.901644,-2.1592,0.143174,1.86302590424217,0.785648,-1.881,0.07565
ACTR1A,2.12662126359086,0.561431,-0.90578,0.052398,0.627640417475676,1,-1.8559,0.181529,-0.583176495233146,1,-2.9765,0.00269
ACTR1B,1.62889517806849,0.817921,-0.10997,0.999976,-0.183811746848628,1,-0.34152,1,0.157191130653952,1,-0.26231,1
ACTR2,1.32339783041798,0.959896,-0.3223,0.544976,-0.762531666750431,1,-0.28497,1,0.09042792569259,1,-0.98791,0.272476
ACTR3,0.361161451204471,1,-0.076475,0.999976,2.26839512028915,0.586819,-0.17749,1,3.54899692137264,0.180136,-0.48962,1
ACTR3B,-0.370437507221383,1,-0.0056289,0.999976,-1.44890392541368,0.952936,0.75707,0.747858,0.797457195206079,1,0.55353,0.681512
ACTR3C,-0.11544251563599,1,-0.095806,0.999976,-2.42902531522903,0.718074,0.44458,0.740205,-1.94772940334325,0.776174,0.054767,1
ACTR5,-1.11222521208913,0.959576,-0.00033921,0.999976,-0.775777813915351,1,0.40033,0.942855,0.534349515256308,1,-0.29846,1
ACTR6,1.39351114955735,0.933347,0.14713,0.945523,1.03973381240821,0.998139,0.13963,1,1.98674133471648,0.69975,-0.68189,0.573666
ACTR8,-1.77003673802057,0.89607,-0.00048289,0.999976,-2.60374833141972,0.653333,-0.3078,1,-1.46959537340718,0.922511,-0.32277,0.963974
ACTRT1,-0.622766623247251,0.998435,-0.035184,0.999976,-0.166253834749992,1,0.39329,0.941331,-1.2640340211743,0.953202,0.12234,0.979921
ACTRT2,-1.34565978594762,0.944459,0.14577,0.903795,0.367350405521122,1,-0.12182,1,-0.52539042578529,1,-0.059918,1
ACTRT3,0.766369419835537,1,-0.25014,0.999976,-1.04928473542627,0.980815,0.5512,0.903729,-1.27877488190383,0.953202,0.03087,0.930328
ACVR1,0.547370348377982,1,-0.035048,0.999976,0.802581592489982,1,0.53275,0.824108,2.90142548997429,0.366901,0.50713,0.810063
ACVR1B,-0.468866100880394,1,0.013547,1,0.656788409820253,1,0.11181,0.988185,1.7904581779834,0.815095,-0.064459,1
ACVR1C,1.35460720865234,0.95077,0.21111,0.882878,-1.73854679725819,0.920116,0.6238,0.874873,-0.620531312474089,1,0.61095,0.507748
ACVR2A,0.815933494308339,1,-0.11995,0.999976,0.876344325561878,1,-0.21544,1,0.582661189680602,1,-0.043421,1
ACVR2B,1.30130803311388,0.971877,-0.38096,0.86685,-0.515301646975999,1,0.10505,1,0.275298239046501,1,-0.27685,1
ACVRL1,-0.675450052297445,0.993534,-0.16698,0.999976,-0.708564545072878,1,0.26422,0.95264,1.0005779961136,0.996063,-0.50294,0.785471
ACY1,-1.67792549422622,0.920719,0.011445,1,-2.218438485981,0.792943,0.66219,0.712604,0.59426102249575,1,0.20251,0.974475
ACY3,-0.0895196724592403,1,-0.26692,0.954185,-1.73530020783285,0.920116,0.3218,0.95921,-0.3956551263728,1,0.13295,1
ACYP1,-0.174191040942587,1,-0.15736,0.999976,-0.965933321402439,0.994752,0.64895,0.774026,0.294598184870738,1,0.20281,0.989688
ACYP2,-1.4273374668489,0.944459,0.43927,0.730943,-0.139679964606974,1,0.016805,1,0.494361715008983,1,0.020353,1
ADA,0.308070207162486,1,-0.42118,0.561272,-0.100228727697298,1,0.40425,0.95286,0.577754975158218,1,-0.1947,1
ADAD1,-0.591285284680177,1,0.021157,1,-3.06546115114867,0.483366,0.52727,0.753668,-0.498694205224168,1,-0.026794,1
ADAD2,-0.700427333241505,0.991313,-0.31381,0.999976,1.33042280676836,0.939624,-0.33278,0.997905,0.651695136951839,1,-0.78908,0.112955
ADAL,0.922704786067909,1,0.087866,0.96675,0.536599789374346,1,-0.1039,1,0.715794932298206,1,0.10184,0.988704
ADAM10,0.567720358354544,1,0.13318,0.991191,-0.139811775972965,1,0.33845,0.963189,1.17646708635128,0.960285,0.16471,1
ADAM11,0.558100723257962,1,-0.060184,0.999976,0.828712449347139,1,0.041343,1,1.72005942716045,0.836325,-0.35082,1
ADAM12,-1.47300202540646,0.942718,0.11146,1,-1.1421309988556,0.9696,0.19067,0.903583,0.116469156675991,1,-0.088992,1
ADAM15,-1.88619029732705,0.877781,0.17396,0.947211,-0.631768916688871,1,0.45596,0.891067,0.498885940673867,1,0.11025,0.981354
ADAM17,-1.04626446324783,0.965028,0.22316,0.929175,-0.130832842355527,1,-0.15128,1,-1.49561070281372,0.915607,0.10725,1
ADAM18,-0.614429472274534,1,0.11886,0.991191,-0.270576007385836,1,0.14229,1,0.519059321751429,1,0.23508,0.990623
ADAM19,-0.705776341023414,0.990863,-0.078528,0.999976,-0.726906088327997,1,0.076966,1,-0.138812207204392,1,0.05492,1
ADAM2,1.55371142737041,0.862016,0.39702,0.756327,-2.30540357478095,0.772311,-0.10376,1,-0.856360764725457,0.994625,0.53039,0.615308
ADAM20,-1.6286550169179,0.923449,0.11525,0.69627,-1.41719828233453,0.953175,0.64508,0.580083,-2.96685782293938,0.452493,0.38784,0.569752
ADAM21,0.541060138109674,1,0.041841,0.962791,-0.78510319243978,1,0.52423,0.885704,-0.302404539151119,1,0.37643,0.752211
ADAM22,-0.669079169404764,0.993537,0.21476,0.991191,-0.90427287744402,1,0.45437,0.960671,0.473156923127903,1,-0.13273,1
ADAM23,0.737193076999436,1,0.045225,1,0.854741423034391,1,-1.4091,0.789811,0.31873162006749,1,-1.0659,1
ADAM28,-0.617442678091214,0.998435,0.11546,0.931275,-0.69753919208962,1,0.46515,0.903583,0.281365468895121,1,0.40204,0.916686
ADAM29,-1.21108251609793,0.955611,0.051711,1,-0.795147763071785,1,0.29674,0.824911,0.582063536629536,1,0.14236,0.972213
ADAM30,-1.18748771571002,0.958214,0.10919,1,0.539703673242525,1,0.37087,0.948014,-0.176577941468467,1,0.30026,0.732793
ADAM32,-0.569006348062452,1,0.29525,0.869675,-0.519245908275929,1,0.013831,0.994767,-0.541739962639677,1,0.31693,0.953794
ADAM33,-0.116935064768141,1,0.11451,0.881912,2.45642857603763,0.512489,-0.91703,1,-1.89938824716621,0.786906,-0.13929,1
ADAM7,-0.582993574881201,1,0.17856,0.879556,-1.22774432279528,0.954909,0.61647,0.722913,0.23909523503705,1,0.53674,0.680741
ADAM8,0.728785902791167,1,-0.19207,0.999976,0.877260007037643,1,-0.16203,0.107246,-1.26622513020697,0.953202,0.2843,0.981354
ADAM9,-2.55134004852907,0.792025,0.49285,0.635681,-0.555986449413201,1,0.091351,1,-0.841758162019126,0.996785,0.59271,0.754156
ADAMDEC1,-0.848354397488372,0.988703,0.24991,0.980539,-2.91782522451533,0.551402,0.83196,0.778877,-0.793930076259807,1,0.42691,0.714937
ADAMTS1,-2.7706509798323,0.760672,0.06557,0.987999,0.829796977014336,1,0.14651,1,-0.767741037657298,1,0.1987,0.95561
ADAMTS10,-0.301238507062035,1,-0.27699,0.999976,-0.9709410499155,0.99379,0.19816,1,-0.83698779022517,0.997004,-0.22409,1
ADAMTS12,0.126144853227289,1,0.14478,1,0.842331727261231,1,-0.088207,1,2.56650218517628,0.481237,-0.97302,0.567092
ADAMTS13,-0.934121647142608,0.980707,-0.024116,0.999976,-0.0806237595610233,1,0.19021,1,1.02840411622558,0.992098,-0.086795,1
ADAMTS14,0.098296537618538,1,-0.13143,0.999976,0.779316722025655,1,-0.079325,1,2.87211805651537,0.374831,-0.40575,1
ADAMTS15,0.125512384015049,1,0.13777,0.817483,-0.795798594761847,1,-0.47372,0.811082,-1.21629647083269,0.955547,0.28556,0.838144
ADAMTS16,0.520784711798629,1,0.024227,1,-1.40712404737089,0.953337,-0.33993,0.97738,0.239117830024191,1,-0.076569,1
ADAMTS17,-0.0718346717873368,1,0.086488,0.798813,1.34429504603484,0.938312,-0.12638,1,-1.60899428164829,0.904059,0.36843,0.828425
ADAMTS18,-1.49005859584177,0.942718,-0.017719,0.999976,1.23907264122539,0.964063,0.44548,0.900145,0.106033064245813,1,-0.093769,1
ADAMTS19,-1.10781632039773,0.959576,-0.24528,0.999976,-0.540562275588272,1,0.45395,0.849147,0.750385897655419,1,0.11027,0.986652
ADAMTS2,-2.23853074207363,0.833707,0.08296,0.991191,-1.26080753266304,0.953337,0.43399,0.782515,-0.466596574907093,1,0.12351,0.988704
ADAMTS20,-0.603417108316617,1,0.22694,0.947211,1.26665826168664,0.954954,-0.18022,1,2.12583720727738,0.687508,0.19577,0.969499
ADAMTS3,-0.639766438842168,0.998435,0.14037,1,-0.546559340706441,1,0.13963,1,0.469185806495384,1,0.18764,0.988704
ADAMTS4,0.988429556402722,1,0.022933,0.774956,1.11189355010579,0.986681,0.40501,0.932562,-1.08115219706994,0.971275,0.30628,0.82133
ADAMTS5,0.125935862428596,1,-0.030057,0.999976,-1.42620041778426,0.953175,0.6717,0.784512,1.32265771908846,0.942905,0.22542,0.990623
ADAMTS6,0.711795503248477,1,-0.21722,0.999976,0.475928584065978,1,0.17048,1,1.26564829270523,0.955368,0.15875,1
ADAMTS7,0.781333228504128,1,0.01503,1,0.970129435996047,1,-0.096712,1,0.482856907020837,1,-0.3253,1
ADAMTS8,-0.143277149916172,1,0.16337,0.929175,0.910130198490448,1,-0.70533,0.513366,-1.09776315334683,0.969484,-0.043503,1
ADAMTS9,0.422899011198985,1,0.061595,1,0.830208046123968,1,0.29827,0.987183,-1.07275799353998,0.971275,0.36203,0.722958
ADAMTSL1,-1.51734075931666,0.941809,0.14335,0.923256,-0.166648862253688,1,0.56565,0.882375,1.07631569113358,0.979498,0.12891,0.977553
ADAMTSL2,-0.871148576653217,0.988703,-0.19249,0.999976,0.409637512847739,1,0.10017,1,1.81924350769644,0.80503,-0.43649,0.958595
ADAMTSL3,-0.788906168941037,0.990863,0.057603,0.96675,-0.520741493400248,1,-0.034506,1,0.809612267447087,1,0.079668,1
ADAMTSL4,-0.215446893560591,1,0.24375,0.701772,1.76500212031397,0.778546,0.024082,1,-2.14130643644845,0.726677,0.52175,0.721151
ADAMTSL5,-2.08226873700799,0.86574,0.015848,1,0.905598755417063,1,-0.3431,1,0.742849617942999,1,-0.46215,0.981238
ADAP1,0.790243777741142,1,0.23098,0.862664,-0.197000636988295,1,-0.10877,1,-0.639936999372238,1,0.31594,0.958142
ADAP2,1.09293277116252,1,-0.088872,0.999976,1.62972753215047,0.843377,0.43484,0.888556,2.80785087498147,0.392986,0.055432,0.988704
ADAR,-0.494755030151497,1,0.0090431,1,0.495012912654775,1,0.40145,0.965375,0.854554963862194,1,0.029755,0.960167
ADARB1,0.117612089924362,1,0.089592,1,0.444156163301145,1,0.022571,1,0.676727268751522,1,0.070761,1
ADARB2,-0.599272102262878,1,0.17326,0.898314,-1.15684823129714,0.967383,0.66861,0.786967,-1.13676638764132,0.962061,0.52149,0.642695
ADAT1,-0.54431783549921,1,-0.11672,0.999976,-0.410474852562463,1,0.17838,1,0.427500145720274,1,-0.33002,1
ADAT2,0.440093374963888,1,-0.053669,0.999976,0.538711618133349,1,-1.6998,0.145038,-1.4774123295435,0.920465,-1.8162,0.014306
ADAT3,-1.36348201500199,0.944459,0.077763,1,1.19389467679568,0.967451,-1.9507,0.238768,-1.4192802513024,0.931382,-1.5612,0.108391
ADCK1,0.737525178979059,1,0.48524,0.717522,-0.110440599175078,1,0.10884,1,1.15400328044175,0.961487,0.37749,0.969499
ADCK2,0.892790030352132,1,0.072675,0.907727,-1.06998369175022,0.980815,-0.34249,1,-1.36949076594853,0.935848,0.18998,0.971432
COQ8A,0.685016854960876,1,0.059878,1,0.518385407733063,1,0.071814,1,2.52159224568294,0.498842,0.096861,1
COQ8B,-0.296786027795677,1,0.14334,0.940169,0.437790432883891,1,-0.098691,1,0.480263860691813,1,0.30809,0.971
ADCK5,-0.406802573551726,1,-0.091889,0.999976,-0.273248347319008,1,0.11666,0.988917,0.618722427848518,1,0.011203,1
ADCY1,0.632271453913024,1,-0.16697,0.999976,-0.128357022605424,1,0.24645,0.989409,0.859680548329872,1,0.14165,0.987458
ADCY10,-1.85182938692261,0.880624,-0.093221,0.999976,0.315361067016774,1,-0.01357,1,1.10036003531827,0.973856,-0.083723,1
ADCY2,0.200880100611829,1,-0.16563,0.999976,-2.3070826126905,0.772311,0.60227,0.805697,0.131873026928627,1,-0.087155,1
ADCY3,0.212617464600327,1,-0.10157,0.999976,1.29416193578534,0.944633,0.4214,0.942855,0.220923241579568,1,-0.072504,1
ADCY4,-0.513711239039434,1,0.0019678,1,-0.578017875234744,1,-0.432,1,-0.508834483458988,1,0.041422,1
ADCY5,0.837883858937632,1,0.17451,0.991191,0.809192239868098,1,0.25029,1,-0.672293768928306,1,0.12381,0.849169
ADCY6,-1.55038277219304,0.933103,-0.2268,0.999976,-0.805125052069622,1,-0.47241,1,0.512310265058331,1,-0.5415,0.904116
ADCY7,0.274063878105109,1,0.021122,1,0.833066905128846,1,0.076451,1,2.3519035735081,0.585977,-0.049444,1
ADCY8,-0.922523080495658,0.983519,0.088489,1,-0.575755578162967,1,0.2926,0.997124,0.247505956430413,1,0.023915,1
ADCY9,-2.81290249941652,0.757188,0.029386,1,-1.05810611939053,0.980815,0.0031856,1,-0.112275826867551,1,0.093822,1
ADCYAP1,-0.56551093684881,1,0.19827,0.985137,0.71397039949181,1,-1.0779,0.865886,-1.60537323572779,0.904059,0.3611,0.89376
ADCYAP1R1,-0.661185062582381,0.994627,0.13125,0.940169,-1.96437017220956,0.86039,0.27192,0.980614,-1.67292728333088,0.882301,0.19874,0.952709
ADD1,-1.27939422327388,0.949586,0.04793,1,1.25240953882714,0.959604,-0.47365,0.887621,-0.868830616910676,0.991486,0.33879,0.785451
ADD2,-0.505302876889263,1,0.023334,0.812247,1.49536605283153,0.888957,-0.092989,0.923824,-1.15208818076107,0.960115,0.46715,0.837608
ADD3,-1.10878043509403,0.959576,0.23797,0.8809,1.04981045680282,0.998139,-0.64142,0.950448,1.37191773900932,0.929595,0.13261,0.977553
ADGB,2.1624936309757,0.544002,0.096395,1,-0.961101787885468,0.995292,0.12421,1,-1.37711277255088,0.934525,0.76515,0.702312
ADGRA1,-0.192404093794201,1,-0.057689,0.999976,-1.2474522085387,0.953337,0.46061,0.874873,0.998050058915732,0.996063,0.13515,0.97963
ADGRA2,0.256333478553787,1,0.017108,1,-0.684911726911683,1,0.74677,0.712604,-0.189538966092302,1,0.58226,0.907019
ADGRA3,-1.05756034870899,0.963959,-0.10151,0.999976,-0.746419710437817,1,0.41303,0.968917,0.180581106626522,1,-0.075401,1
ADGRB1,-1.52347268702497,0.940519,0.035914,0.868977,-0.258210433422859,1,0.37591,0.78693,-0.207678363648426,1,0.17444,0.972255
ADGRB2,-0.901979613790333,0.983944,-0.17328,0.999976,-0.099763998905487,1,0.011231,1,1.07887040246731,0.978889,0.10847,1
ADGRB3,1.46009626731815,0.905433,-0.24028,0.999976,0.319963790489079,1,-0.079225,1,0.243980403622318,1,-0.13565,1
ADGRD1,-0.117600702625912,1,0.18216,1,1.24087630828941,0.943523,-0.47516,1,1.71442018927041,0.82978,-0.1998,1
ADGRE1,-1.05906038375091,0.963959,-0.15177,0.999976,-0.783807697636074,1,-1.0089,0.729975,-0.305342162501201,1,-0.87265,0.321887
ADGRE2,-0.375016996793099,1,-0.23515,0.902116,0.413446450097119,1,0.21959,0.988917,0.745572778459332,1,0.086175,1
ADGRE3,-2.80087588537668,0.757188,0.0075529,1,1.00317760326107,1,0.1774,1,-0.396541662590933,1,0.01243,1
ADGRE5,-0.548489882065684,1,0.088735,1,-0.374163007676599,1,-0.20089,1,-0.546437055901493,1,-0.21733,1
ADGRF1,-0.218855220179315,1,-0.034357,0.999976,-0.144741378010805,1,-0.04092,1,-0.48758245139916,1,-0.23283,1
ADGRF2,-0.654704704420699,0.996776,-0.054598,0.999976,-0.367603452550238,1,0.21679,1,0.559815345929115,1,0.045793,1
ADGRF3,0.312364038953534,1,-0.028456,0.999976,-1.29717326444785,0.953337,0.49008,0.919101,0.659912986302575,1,0.1735,0.966878
ADGRF4,0.198534546341297,1,-0.37874,0.326102,1.05383768893518,0.998139,-0.50922,1,0.745306940588928,1,-1.0923,0.72664
ADGRF5,-0.716088473696271,0.990863,-0.14445,0.999976,-0.551216410371043,1,0.47272,0.85967,0.895444608759486,1,0.23904,0.769105
ADGRG1,-1.07086729200292,0.962924,-0.15412,0.999976,0.642999509559078,1,-1.3706,0.728765,-0.558823500058924,1,-0.021992,1
ADGRG2,-1.41767522957,0.944459,0.1246,0.972431,0.983384452442823,1,-0.51407,0.789811,-0.568475415812549,1,-0.15506,1
ADGRG3,1.36242021875665,0.946108,-0.069714,0.999976,0.457822141924319,1,0.21587,0.978813,1.04400935918353,0.987673,-0.19344,0.812611
ADGRG4,0.894013204478527,1,0.31137,0.903795,1.0478083347995,0.998139,0.19714,1,1.81039740747842,0.807238,0.41319,0.911638
ADGRG5,0.618127145501457,1,0.0064958,0.929175,1.70474086351832,0.805548,-0.80463,0.495804,-1.39741916773585,0.933154,-0.11587,1
ADGRG6,1.47278268149614,0.898286,0.12439,1,0.305456220790622,1,-0.022984,1,0.418585152081634,1,-0.083979,1
ADGRG7,0.159003636339306,1,-0.093829,0.999976,-2.35921059149767,0.750088,0.85645,0.480704,0.655941927548698,1,0.36031,0.875808
ADGRL1,0.199956875697247,1,-0.23569,0.999976,-0.559027981266039,1,0.54968,0.897163,-0.909248310355097,0.986752,-0.017536,1
ADGRL2,-0.631750315361878,0.998435,0.49055,0.777666,-0.0491193621713015,1,-0.012889,1,-1.16547757014083,0.956525,0.61584,0.909574
ADGRL3,-1.27381905802915,0.949586,0.13223,0.96304,-0.543011822715435,1,0.52656,0.899629,0.687674517684869,1,0.018331,1
ADGRL4,-0.137153340017061,1,0.086117,1,-0.878637159436609,1,0.30895,0.987183,-0.515956541254089,1,0.40007,0.788617
ADGRV1,1.62998681244588,0.817921,0.42615,0.785078,0.139416461831288,1,0.53096,0.906633,1.05536929814372,0.984125,0.49095,0.865175
ADH1A,-1.78191109713915,0.88951,-0.11472,0.778445,-2.00232534674971,0.852852,0.66686,0.78693,-1.05132301649317,0.971275,-0.33499,1
ADH1B,0.360922099060133,1,-0.27664,0.999976,-1.68041512688989,0.924369,0.52602,0.942855,0.145997766873011,1,0.081322,0.911638
ADH1C,-0.36662245277946,1,0.026599,1,-2.49245444949058,0.685628,0.15636,1,-1.11185421718162,0.965143,0.28945,0.908181
ADH4,0.641284886197868,1,0.38258,0.903795,-0.349731341647892,1,0.29575,0.991039,1.05561110610076,0.984125,0.5402,0.776015
ADH5,0.798684825766008,1,0.018052,1,-1.02387020494596,0.982953,0.51108,0.953832,1.26487237382233,0.955368,-0.12898,1
ADH6,-1.15674229897398,0.959576,0.019642,1,-2.83511204245205,0.583729,0.78626,0.280655,0.539944513111114,1,0.15688,0.954267
ADH7,1.33675150400997,0.957556,-0.2217,0.999976,0.828976004214277,1,0.31041,1,-0.754931724281601,1,0.6341,0.673719
ADHFE1,-0.736080016944228,0.990863,0.089669,1,0.56523953771147,1,0.30154,0.917122,2.36571422437495,0.581286,0.42098,0.938429
ADI1,-0.139147135623043,1,0.20174,0.685133,-1.70421305974839,0.923274,0.75223,0.722216,0.462974689395932,1,0.21907,0.960167
ADIG,0.780965893855196,1,0.0030774,1,-0.173588263658621,1,0.68555,0.88236,-2.05714403973282,0.751079,0.49392,0.766628
ADIPOQ,0.052340856420882,1,0.088997,1,-0.549643101463505,1,-0.17001,1,0.80891244699545,1,-0.18701,1
ADIPOR1,-0.631099770339994,0.998435,0.49995,0.79662,0.159624124285651,1,-0.36811,1,-1.01813610900865,0.974491,0.25678,0.991258
ADIPOR2,2.09336331990592,0.579839,-0.41709,0.39931,0.611454779904043,1,-0.7553,0.661527,1.34454460747321,0.936357,-1.2961,0.042492
ADIRF,-0.599151294720788,1,-0.1995,0.999976,-1.04402858404744,0.980815,-0.38876,1,-1.05926443091884,0.971275,-0.20344,1
ADK,0.0770411130938893,1,-0.026461,0.999976,-0.563980550569566,1,0.37139,0.974208,0.513215428600958,1,0.12097,1
ADM,-1.79854825087828,0.88807,-0.092398,0.999976,0.257651996860171,1,0.38005,0.942855,0.469160221383479,1,-0.037009,1
ADM2,0.436530780737147,1,0.038341,1,0.495841887744805,1,-0.91577,0.484049,-2.14077160946131,0.726677,-0.017919,1
ADM5,-0.3218186258074,1,0.23318,0.903795,1.39124938942121,0.924377,-1.9648,0.518183,-1.90657831483776,0.786277,0.061133,1
ADNP,0.413221467844358,1,-0.14496,0.999976,2.13650464619485,0.635752,-0.32723,1,3.51060407827287,0.192456,-0.79848,0.089903
ADNP2,-1.31021181648691,0.949586,0.16497,1,0.647875391680297,1,0.39931,0.825659,0.509985304863236,1,0.53482,0.673719
ADO,-1.06980514712871,0.963068,-0.077712,0.999976,1.09237906746213,0.994386,-0.40427,1,-0.549858708657531,1,0.41827,0.774915
ADORA1,-0.0921695967803493,1,-0.024541,0.999976,0.715163362357604,1,-0.24525,0.957321,0.52528851460756,1,-0.25127,1
ADORA2A,0.710411047457403,1,0.048685,1,0.38241260435825,1,0.11688,1,0.0939344552447632,1,-0.19753,1
ADORA2B,0.18251396087827,1,-0.059082,0.999976,-0.304965106039742,1,0.50449,0.968917,0.559437232738079,1,0.28043,0.936296
ADORA3,0.276101228902764,1,-0.10964,0.558739,-0.53094419556139,1,0.036578,1,-0.288234937518569,1,0.044786,1
ADPGK,0.276913922837211,1,0.059393,1,-0.819272152255493,1,0.35753,0.787905,-0.2424900977242,1,0.24638,0.991385
ADPRH,-0.679749828113566,0.993534,-0.016896,0.999976,-0.447234473898176,1,-0.22752,1,-0.876703827354686,0.99001,0.13089,1
ADPRHL1,0.136605754872907,1,0.08863,1,-0.733980091146502,1,1.0319,0.622622,1.44022499929643,0.911281,0.81585,0.523667
