Supplementary Table 6. Normalized screen data and DeSEQ2 output. ,,,,,,,,,,,,,,
Gene,baseMean1,Log2_FC1,pval1,baseMean2,Log2_FC2,pval2,baseMean3,Log2_FC3,pval3,chi,combined_p,combined_q,Meidan_Log2_FC,Combined_mean_Log2_FC
C1orf85,12.67911635,0.701603751,1,28.77802232,-1.052144523,0.235996684,344.462641,1.011719699,0.187651074,8.99,0.174141245,1,0.701603750827322,0.459388094617533
COPRS,111.3615342,1.450911736,0.147879102,79.21225874,0.593052261,0.456757192,166.393287,0.701506742,0.355028583,10.8,0.094757868,1,0.701506742469035,0.96801569053486
TSKU,18.74888311,-0.7629112,0.438276377,136.0595596,0.811131938,0.400918482,141.4383666,0.701040111,0.381155009,7.8,0.253125103,1,0.701040110778623,0.404020210569973
CCL8,201.5414255,0.65954507,0.449882586,140.3383635,2.667729962,0.006589774,82.15262519,0.700521493,0.361252545,19.7,0.003131139,1,0.700521493345255,1.67189150706808
MS4A3,34.81355413,-0.824896607,0.398532825,445.6029725,2.045073692,1,52.7863967,0.700458356,0.469496309,4.84,0.564492212,1,0.700458355639197,1.07415994400769
KLF5,24.00787496,-0.741881363,0.360398708,79.77966718,0.700385042,0.47031659,55.79312023,1.332741558,0.187540375,9.95,0.126773481,1,0.700385042037338,0.66044377078889
SLC15A1,198.0865487,0.700206626,0.396258534,469.5520234,1.673325788,0.055375578,31.27448302,-1.060939585,0.247821185,15,0.020256715,1,0.700206626404882,0.81927233160988
TADA2B,83.05864408,0.664042038,1,189.4765252,0.699887546,0.357266378,58.57444415,2.291502802,1,2.97,0.812602629,1,0.699887545575117,1.43376994656615
C2CD2L,58.62946915,2.087391965,1,25.30884483,-0.579926006,0.569401787,90.51044606,0.699578906,0.427174706,4.08,0.665851023,1,0.699578905969648,1.12495008095346
TMEM70,134.0853682,0.699484469,0.434544271,177.9001794,0.907304376,0.32411428,37.08341018,0.455527742,0.645393287,6.92,0.328309008,1,0.699484469116293,0.699180421841404
SNRPG,17.75212212,0.625050046,0.507102025,23.77222642,0.699475042,0.469333466,394.3933761,2.962925758,1,4.14,0.657737078,1,0.699475041509398,1.86963638595128
CYP2R1,117.2379455,0.260565985,0.767624232,197.960603,0.699430225,1,421.3774236,2.08095406,0.033064191,10.6,0.101553978,1,0.699430224567621,1.2332092960259
ARL9,139.8886796,0.613515645,0.432696537,39.00224827,0.699322755,0.48898393,345.8251518,2.280978946,0.006184899,19.2,0.003838865,1,0.6993227551457,1.41752430029647
XKR8,80.01706905,0.805464606,1,73.04565743,0.699216979,0.444223762,108.1547968,-0.393784472,0.647565763,3.6,0.730621086,1,0.699216979265538,0.462039142286783
OR2W3,147.2975067,0.699149773,0.452326047,177.8716518,0.89543312,0.201601509,63.3267885,-0.394230491,0.632359468,8.23,0.221732596,1,0.699149772615463,0.500669866840504
ARHGAP39,99.44827868,2.174287503,0.007765781,163.1770308,0.698712424,0.452576786,284.13926,0.500851764,0.511509743,18.2,0.005751347,1,0.69871242444831,1.33184512381477
DHRS13,243.6188971,3.195684503,0.002007461,66.3804975,0.573844784,0.51772483,218.4561578,0.698685014,0.368691481,22.7,0.000903441,1,0.698685013516127,2.03252984936103
LCE3B,170.3255388,0.065173008,0.934336344,283.95124,0.698504334,0.33949398,282.3231954,1.506907958,0.102312305,9.89,0.129361447,1,0.698504333743281,0.877360703190744
MIEF2,56.99928622,0.698449059,0.392374743,79.51683991,0.935993123,0.306509867,11.86962317,-0.4105329,0.690448451,7.18,0.304521358,1,0.698449058910586,0.515447359287854
UBALD2,26.14480373,0.698351454,0.511709598,143.6451617,1.268015178,0.16752856,35.21657934,-0.611094375,0.536686979,8.88,0.180440112,1,0.698351454278864,0.643286551225276
IL1B,193.9458359,2.056832417,0.014138866,82.77721422,0.267620956,0.769331457,126.0303068,0.698264285,0.370746123,15.9,0.014300892,1,0.698264285410025,1.2197292853863
CLDN1,373.3671998,0.868813115,0.225102868,104.1467355,0.698256638,0.407825356,103.3986922,-0.674792594,0.49606833,8.91,0.178703234,1,0.698256637898195,0.441881851857143
SOGA2,64.72926254,0.18113676,0.845386403,286.7692627,1.704467021,0.088084427,197.624397,0.698129584,0.369721063,10.4,0.10878665,1,0.698129584419929,1.00366507772913
ABLIM1,83.08691587,1.775694285,0.065130631,318.6301182,0.698024264,0.434339262,156.2942232,0.333669551,0.696618777,11.3,0.079535451,1,0.698024263884027,1.07188249837836
RHOC,186.524423,0.049181109,0.945395753,148.8858442,1.698685223,0.087806124,218.6795021,0.697795065,1,7.18,0.304521358,1,0.697795065413388,0.976425069479298
SORCS2,38.9063268,-0.80806312,0.420921795,47.11610127,0.697684951,0.384811597,38.85708635,0.919854525,0.340685747,8.36,0.212897091,1,0.697684950591565,0.445363948238236
ZHX2,135.432924,0.697316185,0.368490063,42.72946484,-0.862211676,0.305466594,153.3036467,1.699116947,1,6.3,0.390436441,1,0.697316185242694,0.852961824856938
ZNF747,56.14291323,0.697242841,0.498428507,135.8071296,2.435800941,0.020555092,23.18059382,-0.156077573,0.869157886,13.6,0.034437928,1,0.697242840911713,1.40226944642618
DYSF,43.66136617,1.233802461,0.213799162,13.46502055,-0.211648795,0.838768614,176.1420726,0.697134553,0.381474489,7.74,0.257777116,1,0.697134552503006,0.689058064233252
TACO1,352.7652084,0.898682443,0.238583441,29.18364576,0.697032394,0.447623281,63.82033473,-0.445623509,0.617271976,7.85,0.249300003,1,0.697032394117355,0.492210791325015
GAPDHS,44.64601751,0.997340902,0.224687488,65.48162146,-0.694757636,0.428337825,12.72968588,0.696813812,1,6.75,0.344587145,1,0.696813811587171,0.49741692361164
PCGF3,193.9222038,0.696567798,0.404755549,195.5060395,1.830718246,0.045314477,107.4059281,-0.312340957,0.731909556,12.4,0.053617557,1,0.696567798062176,0.995935450501228
ADCK2,326.5824376,0.706864338,0.333618741,133.2420859,0.696491375,0.394033879,135.5832105,-0.507306679,0.477694099,7.99,0.238836847,1,0.69649137507707,0.399206110059827
PRR5,164.5296218,2.750271978,1,94.68614705,0.696464521,0.458850916,83.24698683,0.631316808,0.42779999,4.7,0.582824793,1,0.696464520860547,1.72216673798624
MAMSTR,75.59642384,2.568394589,0.007547526,113.4276925,0.165285172,0.827383517,81.80391029,0.69638576,0.331534192,17.8,0.006751934,1,0.69638575973151,1.5316215086177
ZNF511,85.13778021,0.696308822,1,55.7645142,-0.443499482,0.643478303,49.17996144,1.269264749,0.188365439,6.09,0.413184179,1,0.696308821683859,0.667843518974897
C1QL3,100.2575898,0.696236427,0.366720947,294.3060204,1.015751641,0.202563667,200.333953,0.4574841,0.615983873,8.9,0.179280601,1,0.696236427356524,0.741394678564072
SOX5,382.751379,1.689829509,0.046305134,275.3842832,0.696116865,0.43287669,8.810278791,-1.603467622,0.109875368,17.7,0.007027318,1,0.696116864637095,0.786710375172139
TMEM232,130.2425745,0.695973348,0.435137008,253.6796201,1.017670429,0.14340177,13.3844229,-1.559483475,0.107697901,14.4,0.025473508,1,0.695973347986803,0.409217702071837
EYA2,65.96555889,0.695860736,0.473175638,246.4713873,1.622814685,0.075636557,94.89418217,0.414795748,0.688028964,10.7,0.098102735,1,0.695860735627402,1.00784458649581
OTUD7B,66.60192939,0.695751678,0.356418399,36.87398351,0.412664937,0.669562817,69.33961725,2.61863504,0.003415793,20.5,0.002255146,1,0.69575167775623,1.59972368549601
LYZ,71.51227636,0.695469677,0.450300832,129.7436682,0.864324135,1,32.35216059,-1.439482694,0.158014094,7.63,0.266482522,1,0.695469676812038,0.34429738791165
PAQR3,35.79692542,0.835147621,0.306095001,88.78939197,-0.25460622,0.780963586,387.5944565,0.695404416,1,4.13,0.659088923,1,0.695404415546703,0.499643956396991
NDUFB5,29.14585882,0.87311211,0.384990126,106.4686414,0.321311052,0.700867733,52.56652728,0.695276429,0.441022055,6.14,0.407691471,1,0.695276428792353,0.647781082042297
DPEP1,81.53165359,-0.171722901,0.83700124,88.42844367,0.695031669,0.467232263,63.24317975,1.444837902,1,2.71,0.844264719,1,0.695031669166334,0.801579232306941
RSRC1,27.33940024,0.694945068,0.440606331,164.1816754,1.205893922,0.079692955,125.2131696,0.158993381,0.83083989,10.2,0.116478343,1,0.694945068083583,0.749071450764608
UPF2,99.28946263,-0.524308394,0.552086197,56.34107386,1.064337769,0.289494132,175.3676938,0.694688644,0.439454978,7.66,0.264085534,1,0.69468864419708,0.554191694552126
PSD2,90.29915359,0.694646676,0.351500279,585.6166722,2.889031559,0.000291639,108.7830619,0.551282121,0.46539164,28.7,6.93e-05,1,0.694646675683813,1.80620107908962
C1QL1,111.1035313,-0.03305542,0.97054457,194.7982335,0.694576699,0.337810366,28.55464434,1.43109444,1,3.22,0.780771015,1,0.694576698579387,0.818924084471365
ADAMTS19,164.2778405,0.872214926,0.33491149,283.8205549,0.694571542,0.403233239,69.27395389,0.368344121,0.687108959,6.86,0.333988707,1,0.694571541917404,0.659846971128695
ZNF224,46.60719194,0.694301097,0.491715896,50.99899036,0.728228342,0.433114417,41.36082717,0.523309088,0.548801547,6.19,0.402246414,1,0.694301096706637,0.651362320909229
ZNF836,334.4044328,0.694256053,0.350395526,328.1564963,1.393950026,0.105641866,20.55562982,-0.781402838,0.361382389,12.4,0.053617557,1,0.694256052730633,0.68641024133935
ARHGAP20,113.1418664,0.970782474,0.234502232,32.97975867,0.694251998,0.480075282,62.36773544,-0.027821189,0.976134185,6.37,0.383043076,1,0.694251998324925,0.603707177351507
ZBTB4,301.9582117,1.472370311,0.073457017,32.16592934,-1.082610636,0.247061814,146.627258,0.694021994,0.353553558,14.6,0.023606702,1,0.69402199398864,0.697398735752878
ACSS3,12.99658912,0.693939686,1,34.46103509,-1.817299911,0.077680592,218.6650839,0.916757016,0.383667193,10.1,0.12050348,1,0.693939685586829,0.336973982140893
ZNF257,30.18660538,0.794772507,1,93.15700599,0.693785497,0.484095755,54.87833606,0.2450586,0.817650644,2.67,0.848977879,1,0.693785496985733,0.596924614704903
SLC12A7,84.62666343,0.693614836,0.459788989,60.53290571,0.985799993,0.287329903,173.7442646,-0.368980678,0.653982638,7.07,0.314422157,1,0.693614835927458,0.543354468273655
DAGLB,150.8254535,1.456044663,0.131064081,13.49672747,0.512741324,0.588537135,74.29346577,0.693574859,0.466939514,9.59,0.143013944,1,0.693574859302593,0.948001770740916
CLVS1,61.81714285,0.693570698,0.460618186,313.7456236,0.691472212,0.381847266,200.7337534,0.949304691,0.208362087,9.54,0.145408414,1,0.693570697741896,0.783290082573454
TMEM72,12.11856372,0.973957222,0.340910887,90.39558512,0.317922124,0.723807404,268.6919792,0.69330176,0.317731286,7.35,0.289688253,1,0.693301760277381,0.686383917358858
C1QTNF8,189.2519325,0.552370534,0.571666442,109.6158554,0.722512705,0.351220716,172.6328918,0.693163625,0.524429775,6.49,0.370591534,1,0.693163625221983,0.657905761429672
DPCD,88.17105138,1.19885515,0.132687383,33.99553068,-2.043109995,0.037140201,71.54825838,0.692988524,0.388829187,18.1,0.00598709,1,0.692988523672359,0.469831576522449
ACSM3,199.5318962,1.412596568,1,167.1093518,0.692925645,0.391309847,14.63904477,-1.964055976,0.035845137,12.3,0.055601202,1,0.692925644519428,0.596147674410387
FAM173A,46.06390422,-0.340933405,0.686978645,47.96018663,1.402967901,0.113246419,133.6794071,0.692838193,0.434456756,9.77,0.134677979,1,0.69283819269465,0.751446905955316
USP17L29,73.87521999,1.187755271,0.093628522,58.1094281,0.692753161,0.340522854,155.9763296,0.350706673,0.607445755,11.4,0.076773177,1,0.692753160747264,0.7850707753507
CA12,68.4500056,-0.16313118,0.870830563,22.93576237,0.692706866,0.428907575,49.31076817,0.829411021,0.406672462,5.44,0.488737978,1,0.692706865851017,0.514789751299607
AGXT,155.2814544,-0.832113839,0.385555307,38.14131049,0.692700881,0.522144103,167.9861748,1.4009674030000001,0.085531722,11.7,0.069005984,1,0.692700881397217,0.683710893790948
PDK3,140.8128656,0.055277734,0.954777916,230.1482165,0.692686176,0.51203999,131.1484234,1.928401337,0.013590816,14.5,0.024523209,1,0.692686175652686,1.10694704046712
CYP7A1,277.5908845,0.927840787,0.190602055,30.75213382,0.692552845,0.509666318,39.33140934,-0.39724855,0.643962185,8,0.238103306,1,0.692552844524435,0.511930935928339
SHF,146.9388231,2.012067286,1,81.72888758,0.69254221,1,25.26039587,0.659833567,0.508608949,1.95,0.924239139,1,0.692542209805852,1.2689587396607
PRSS58,49.5651135,-0.164864576,0.838656088,49.92792181,0.69247749,0.446067662,144.0069532,2.184773668,0.014774369,15,0.020256715,1,0.692477489565983,1.23360651682184
PGA3,55.28357239,0.692384025,0.417794703,61.46414353,0.581148242,0.454265064,177.628026,1.358943106,0.102269629,11.4,0.076773177,1,0.692384025092555,0.920156880429098
GPAT2,9.089565844,-3.14272293,0.002829675,225.1560876,0.692068828,0.300369374,131.1329163,1.227820277,0.240216638,24.5,0.000422436,1,0.69206882791315,0.440404134068551
DYRK2,13.39116758,0.691948058,0.50734187,141.4208155,0.839793091,0.284962718,29.66099684,0.153107212,0.876543006,5.96,0.42768582,1,0.691948058199071,0.590472235155992
GPR98,88.31540303,0.533862182,0.506593158,272.1865667,0.691779692,0.377846912,144.583461,1.974306351,1,4.77,0.573632614,1,0.691779692254084,1.22083912587102
HTR1F,256.3171432,0.691661984,0.364969594,75.46094375,1.294894073,0.188873057,92.18001503,0.553651551,0.522233657,9.59,0.143013944,1,0.691661983535979,0.884019286747272
CD207,57.46673266,-1.256138967,0.117094678,124.2117585,0.691634696,0.391070342,61.16976692,1.3695819,0.191849218,13.7,0.033172882,1,0.691634695840072,0.622221996646397
MLL3,56.30640197,-2.124840227,0.023934822,11.80785262,2.026174426,0.049778987,50.04082155,0.691567021,0.463101486,21.6,0.001430413,1,0.69156702131789,0.980036616588439
CLCA4,261.536227,0.691501108,0.323490843,68.63183542,0.683200166,0.519880731,190.5480431,2.136822141,0.009541028,18.6,0.00489531,1,0.69150110836367,1.34456017549532
PRR11,33.63717548,0.691435414,0.49933943,418.119241,1.079260367,0.137327544,118.0613004,-0.033883655,0.969069704,7.82,0.251589452,1,0.691435414134367,0.649118550938693
DDX49,128.6910268,0.691323971,0.462891161,173.5208568,2.092210671,0.027554974,15.88972044,-0.202948018,0.841525703,13.1,0.04147514,1,0.691323971213324,1.16940078297595
MEI1,127.0599564,-1.53975987,0.079967157,104.9943014,1.069253808,0.201033686,235.8567902,0.690980681,0.348078927,15,0.020256715,1,0.690980680788219,0.435333804554075
ESCO1,186.9213586,0.69055238,0.413268768,103.059257,0.748542804,0.371085449,129.3309453,0.556296784,0.479436372,7.53,0.27459673,1,0.690552380170154,0.667358121001635
ICA1,267.27884,1.340715347,1,65.81903389,0.690481498,0.481212619,154.4797944,0.43437459,0.589623852,3.63,0.726601067,1,0.690481498454322,0.873922277919154
PSPH,158.4225037,2.029059901,0.056510905,88.68055488,0.690349654,0.464632186,38.61204438,-0.559177456,0.493186105,12.5,0.051699975,1,0.690349654250153,1.0871803081988
CDHR4,453.9951777,1.413253217,1,14.88666375,-0.253637562,0.787832754,136.8663054,0.690082268,0.423941602,3.16,0.788513871,1,0.690082267810645,0.769919821951023
TMPRSS7,154.2549063,1.659016228,0.073250639,15.62687074,-2.214853756,0.014174135,204.4251728,0.690057016,0.384073552,22.6,0.000942136,1,0.690057015990435,0.733142215167935
CHRFAM7A,140.2522623,1.246520382,0.176704792,43.34012707,-0.213665155,0.826484695,193.3583255,0.689972619,0.422096095,8.04,0.235187431,1,0.689972618637117,0.692510889876756
DNAJB7,39.89773093,0.403138888,1,299.5206543,1.372534511,0.075785988,25.30239948,0.689790319,1,7.44,0.282063999,1,0.689790318943297,0.880928768344822
LGR4,251.2243746,0.689715554,0.405544845,119.7236717,1.21262178,0.1716313,86.03266139,0.43059575,0.646895108,8.95,0.176409625,1,0.689715554341219,0.815121710013492
BAX,228.4767954,1.292407225,0.119542566,52.0632917,0.689302601,0.397867554,91.16662337,-0.162798473,0.853106344,9.25,0.159998714,1,0.689302600834787,0.723968714172887
YIPF4,25.05507776,0.689125485,1,247.7773025,1.765046895,0.033883432,193.2324545,0.379850165,0.675886623,10.9,0.09151666,1,0.68912548466008,1.07321768863693
FPR3,137.2195689,0.689110618,0.433776536,196.9822101,2.417620613,1,100.5022342,-1.228711535,0.182893568,7.31,0.293127466,1,0.689110618311522,1.29902553858405
TMCC3,41.19260199,0.364994989,0.716201012,129.9529542,0.689002934,0.409976084,449.6266989,1.320704834,0.156961158,8.88,0.180440112,1,0.689002933738999,0.847443031562934
GGT1,48.81386617,0.688896012,1,19.5479282,-1.343891563,0.182412818,282.4296692,1.862803685,1,4.91,0.555407153,1,0.688896011514048,0.91153668044234
ANKEF1,280.0138402,0.949484621,1,28.13763893,0.348590007,0.726306769,148.4877589,0.68888364,0.52152037,2.8,0.833497738,1,0.688883640052349,0.683032806339385
NDUFAB1,22.78288481,-0.719402458,0.436921359,131.757048,0.688879186,1,124.6012204,1.664742336,1,2.39,0.880569587,1,0.688879186010737,0.845309346958522
RBM38,74.59195206,0.175868301,0.837085485,84.15206674,0.688636109,0.451781162,53.81118725,0.945853553,0.355090195,5.79,0.447120959,1,0.688636109379178,0.637759045424399
CHST8,96.25073971,0.688616505,0.365392648,57.61611591,0.481153378,0.603590188,537.2806821,1.975857907,0.022489686,15.3,0.018047428,1,0.688616505009788,1.21022616881806
MROH9,111.9584504,0.688479326,0.376441419,77.85161478,0.66587159,0.406430144,122.4627886,1.17420751,1,5.42,0.491178034,1,0.688479326074514,0.86256359992425
SLC25A18,141.8178141,2.21065963,1,119.4472276,0.520306243,0.533269934,141.8823503,0.688156368,0.420794475,4.31,0.634803224,1,0.688156367981247,1.35508235166806
SLC7A1,84.20156423,0.336150887,0.715170909,95.66203505,1.074577646,0.292154948,160.7149267,0.687839187,0.486226277,6.6,0.359426466,1,0.687839187152163,0.730997382443002
PTPN22,22.18586357,1.32598955,0.147466382,68.33097995,0.687779516,1,33.26871764,-1.569378399,0.058472124,13.7,0.033172882,1,0.687779515686824,0.570399396696441
JAM3,71.44061949,0.687684939,0.428680497,153.8311448,1.373481354,0.100519187,140.4511204,0.679376037,0.480064533,11.2,0.082388404,1,0.687684938670993,0.95185982192355
PPP1R3E,68.75667446,0.576464424,0.510053029,47.63630303,0.687353859,0.438190708,567.2633084,1.481043575,0.062700501,12.3,0.055601202,1,0.687353858900271,0.974045491236532
LRRTM2,150.1409599,1.327703558,0.121511264,28.26451056,0.18878006,0.846923248,209.1215833,0.687272688,0.4514034,8.86,0.181606013,1,0.687272687724643,0.810117927071739
MREG,78.33637255,1.220324285,0.14722981,67.53946992,0.687091987,0.516420552,10.10408193,0.211702598,0.834793372,7.96,0.241048485,1,0.687091986643311,0.764991463193225
CILP2,14.40219944,-1.051537353,0.333470896,233.449794,0.687032808,0.4066869,25.628298,0.746867249,0.346756169,8.82,0.183957077,1,0.687032808297544,0.329819183570892
HNRNPAB,64.10308722,-1.080632007,0.258570636,27.61702132,1.156403346,0.2364637,46.18992288,0.686996267,0.490219655,10.1,0.12050348,1,0.686996267316155,0.523314428175288
FTSJD1,162.6775907,0.686895102,0.379637495,90.84346856,0.768638734,0.342384889,60.85129116,-0.064155619,0.948689584,6.04,0.418724214,1,0.686895102426209,0.509267393237724
ARHGAP6,231.7677584,1.461454011,0.134611776,212.3829703,0.686762836,0.458036989,129.3593961,0.269339406,1,8.04,0.235187431,1,0.686762836257165,0.892399099826007
USP17L30,147.218109,0.414592047,0.54524131,75.88292401,1.148588406,0.102462887,56.60082206,0.686672287,0.333386937,11.5,0.074099115,1,0.686672286764614,0.78225674774289
MTHFS,76.21800198,0.221632748,0.802213362,43.80362852,0.686597846,0.382198355,96.21948002,1.395733532,0.115082303,9.65,0.140186272,1,0.686597846411217,0.849801572650971
SBK2,27.99180601,-2.010317188,0.031211283,141.4244086,1.827520896,1,87.76232916,0.686574692,0.461792137,12.2,0.057652915,1,0.68657469177579,0.849850582694355
